name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
ITALIAN FARM INC.,CORPORATION,NAN,RR 1 CHURCH RD BOX 280 E,GREENVILLE,,,,,,616610,PHILIP P ALBANESE,TREASURER,"CHURCH & BUCK ROADS, R. D. #1 EAST GREENVILLE PA 18041-0 MONTGOMERY",RR 1 CHURCH RD BOX 280 E GREENVILLE PA 18041-46
"RED ARROW PRODUCTS OF PADELNJ, INC.",CORPORATION,PA,,,,PA 17033-0 DAUPHIN,404 YORKTOWNE ROAD,HERSHEY,,616611,,,404 YORKTOWNE ROAD HERSHEY PA 17033-0 DAUPHIN,
WHITETAIL ARCHERY INC.,CORPORATION,NAN,,,,,,,,616612,,,1004-1006 MARKET ST. MARCUS HOOK PA 19061-0 DELAWARE,
SCRANTON PREPARATORY SCHOOL,NONPROFIT,PA,1000 WYOMING AVENUE,SCRANTON,,PA 18509-0 LACKAWANNA,1000 WYOMING AVE,SCRANTON,,616613,ANGELO RIZZO S.J.,PRESIDENT,1000 WYOMING AVE SCRANTON PA 18509-0 LACKAWANNA,1000 WYOMING AVENUE SCRANTON PA 18509
"CEDAR CREST PARAMEDICAL DISTRIBUTION CENTER, INC.",CORPORATION,NAN,,,,PA 19446-0 MONTGOMERY,214 N BROAD ST,LANSDALE,,616614,,,214 N BROAD ST LANSDALE PA 19446-0 MONTGOMERY,
CHRISTIAN FELLOWSHIP CHURCH INCORPORATED,NONPROFIT,PA,,,,PA,925 PUSEY ST,CHESTER,19013,616615,,,925 PUSEY ST CHESTER PA 19013 DELAWARE,
"AMBU-CORPS, INC.",CORPORATION,NAN,,,,PA 19111-0 PHILADELPHIA,956 TYSON AVE.,PHILADELPHIA,,616616,,,956 TYSON AVE. PHILADELPHIA PA 19111-0 PHILADELPHIA,
"MYER MOTOR MART, INC.",CORPORATION,NAN,,,,PA 17540-0 LANCASTER,11 GLENBROOK RD,LEOLA,,616617,,,11 GLENBROOK RD LEOLA PA 17540-0 LANCASTER,
"DYNAMITE CAFE, INC.",CORPORATION,NAN,,,,PA,3300 N. 5TH ST.,PHILA,,616618,,,3300 N. 5TH ST. PHILA PA 0 -0 PHILADELPHIA,
"RIFO RESCUE PRODUCTS, INC.",CORPORATION,NAN,,,,PA 17745-0 CLINTON,205 W. CHURCH ST.,LOCK HAVEN,,616619,,,205 W. CHURCH ST. LOCK HAVEN PA 17745-0 CLINTON,
"MARSHALL CONTRACTORS, INC.",CORPORATION,RI,ONE ENTERPRISE DR #F2B,ALISO VIEJO,,PA 19103-0 PHILADELPHIA,C/O C T CORPORATION SYSTEM 1635 MARKET STREET,PHILADELPHIA,,616620,JOHN L MARSHALL III,TREASURER,C/O C T CORPORATION SYSTEM 1635 MARKET STREET PHILADELPHIA PA 19103-0 PHILADELPHIA,ONE ENTERPRISE DR #F2B ALISO VIEJO CA 92656
"VAL, INC.",CORPORATION,PA,,,,PA 19050-0 DELAWARE,70 PENN BLVD. EAST,LANSDOWNE,,616621,,,70 PENN BLVD. EAST LANSDOWNE PA 19050-0 DELAWARE,
176 CORP.,CORPORATION,PA,,,,,,,,616622,,,13TH FL 7 PENN CENTER PLAZA PHILADELPHIA PA 19103-0 PHILADELPHIA,
"COMMONWEALTH TAX CONSULTANTS, INC.",CORPORATION,PA,,,,PA 17011-0 CUMBERLAND,467 RUPLEY ROAD,CAMP HILL,,616623,,,467 RUPLEY ROAD CAMP HILL PA 17011-0 CUMBERLAND,
BIRCHMINSTER MANUFACTURING CORPORATION,CORPORATION,DE,,,,,,,,616624,,,PENN & KREIBEL STS LANSDALE PA 19446-0 MONTGOMERY,
"PARKSIDE AUTO SALES, INC.",CORPORATION,PA,,,,PA 19143-0 PHILADELPHIA,6045 BALTIMORE AVE,PHILADELPHIA,,616625,,,6045 BALTIMORE AVE PHILADELPHIA PA 19143-0 PHILADELPHIA,
"SHEETZ AUTO, INC.",CORPORATION,PA,,,,PA,ROUTE 100,BECHTELSVILLE,,616626,,,ROUTE 100 BECHTELSVILLE PA 19505-0 BERKS,
"CHEROKEE FLYERS, INC.",NONPROFIT,NAN,,,,,,,,616627,,,C/O CLIFFORD HAWBAKER RTE 3 CHAMBERSBURG PA 17201-0 FRANKLIN,
FAITH DELIVERANCE EVANGELIST CHURCH,NONPROFIT,NAN,,,,PA 19103-0 PHILADELPHIA,C/O C T CORPORATION SYSTEM 1635 MARKET STREET,PHILADELPHIA,,616628,,,C/O C T CORPORATION SYSTEM 1635 MARKET STREET PHILADELPHIA PA 19103-0 PHILADELPHIA,
"ANESTHESIA SERVICES, INC.",CORPORATION,PA,,,,,,,,616629,,,"1419 RAVDIN BLDG., 3400 SPRUCE STREET PHILADELPHIA PA 19104-0 PHILADELPHIA",
"MUNICIPAL SUPPLY CO., INC.",CORPORATION,NAN,810 BETHLEHEM PIKE,FLOURTOWN,,PA 16652-0 HUNTINGDON,300 ALLEGHENY STREET,HINTINGDON,,616630,TIMOTHY D MILLER,TREASURER,300 ALLEGHENY STREET HINTINGDON PA 16652-0 HUNTINGDON,810 BETHLEHEM PIKE FLOURTOWN PA 19031-46
OGGI RECORDS INC.,CORPORATION,PA,,,,PA 15216-0 ALLEGHENY,1150 BANKSVILLE RD,PITTSBURGH,,616631,,,1150 BANKSVILLE RD PITTSBURGH PA 15216-0 ALLEGHENY,
"FAIRMEADOW SECURITIES, INC.",CORPORATION,NAN,1132 HAMILTON ST,ALLENTOWN,18102-0,PA,725 HAMILTON MALL,ALLENTOWN,18102-0,616632,STUART KOBROUSKY,PRESIDENT,725 HAMILTON MALL ALLENTOWN PA 18102-0 LEHIGH,1132 HAMILTON ST ALLENTOWN PA 18101-39
HOLLOWAY AND O'NEILL REALTY COMPANY,CORPORATION,NAN,,,,PA 19041-0 MONTGOMERY,535 LANCASTER AVE,HAVERFORD,,616633,,,535 LANCASTER AVE HAVERFORD PA 19041-0 MONTGOMERY,
THE LEHIGH VALLEY KNEE-HI FOOTBALL LEAGUE,NONPROFIT,NAN,,,,PA,"JEDNOTA HOME, 121 N. 3RD ST.",ALLENTOWN,,616634,,,"JEDNOTA HOME, 121 N. 3RD ST. ALLENTOWN PA 0 -0 LEHIGH",
"QUAKERTOWN FOUNDRY, INC.",CORPORATION,NAN,,,,PA,4TH & MILL STS.,QUAKERTOWN,,616635,,,4TH & MILL STS. QUAKERTOWN PA 18951-0 BUCKS,
"SOUND THERAPY, INC.",CORPORATION,NAN,,,,PA 19428-0 MONTGOMERY,231 MOOREHEAD AVE,WEST CONSHOHOCKEN,,616636,,,231 MOOREHEAD AVE WEST CONSHOHOCKEN PA 19428-0 MONTGOMERY,
"FSZ, INC.",CORPORATION,PA,,,,PA 15217-0 ALLEGHENY,3323 SHADY AVENUE EXT,PITTSBURGH,,616637,,,3323 SHADY AVENUE EXT PITTSBURGH PA 15217-0 ALLEGHENY,
THE COLUMBUS SHOW CASE COMPANY,CORPORATION,OH,4401 EQUITY DR4401 EQUITY DRIVE,COLUMBUS,,PA 19103-0 PHILADELPHIA,C/O C T CORPORATION SYSTEM 1635 MARKET STREET,PHILADELPHIA,,616638,CHRIS ASCHINGER,TREASURER,C/O C T CORPORATION SYSTEM 1635 MARKET STREET PHILADELPHIA PA 19103-0 PHILADELPHIA,4401 EQUITY DR4401 EQUITY DRIVE COLUMBUS OH 43228-3856
"AVEDIS TEAM RACING AND COMPETITION DESIGN, LTD.",CORPORATION,NAN,,,,PA 19046-0 MONTGOMERY,220 RUNNYMEDE AVE,JENKINTOWN,,616639,,,220 RUNNYMEDE AVE JENKINTOWN PA 19046-0 MONTGOMERY,
ARTHUR L. KOVEN M.D. & ASSOCIATES,CORPORATION,NAN,,,,,,,,616640,,,HAZLETON NATL BANK BLDG HAZLETON PA 18201-0 LUZERNE,
BIO FREEDOM FUELS INC,CORPORATION,PA,,,,PA,71 OVERLOOK DR.,DANVILLE,17821,616642,,,71 OVERLOOK DR. DANVILLE PA 17821 MONTOUR,
"H.Z. PRODUCE, INC.",CORPORATION,NAN,,,,PA 19044-0 MONTGOMERY,541 EASTON RD,HORSHAM,,616643,,,541 EASTON RD HORSHAM PA 19044-0 MONTGOMERY,
"H. EISENBERG ENTERPRISES, INC.",CORPORATION,NAN,C/O LEAH EISENBERG 6607 EASTWOOD ST,PHILADELPHIA,,PA 19106-0 PHILADELPHIA,37 N. 3RD ST,PHILA,,616644,LEAH EISENBERG,VICEPRESIDENT,37 N. 3RD ST PHILA PA 19106-0 PHILADELPHIA,C/O LEAH EISENBERG 6607 EASTWOOD ST PHILADELPHIA PA 19149-51
"ANGELO AND REBER, INC.",CORPORATION,NAN,C/O SANTINO ANGELO 111 SLANE ST,MINERSVILLE,,PA 17954-0 SCHUYLKILL,111 SLANE ST,MINERSVILLE,,616645,SANTINO ANGELO,PRESIDENT,111 SLANE ST MINERSVILLE PA 17954-0 SCHUYLKILL,C/O SANTINO ANGELO 111 SLANE ST MINERSVILLE PA 17954-54
LIFE AND GAMES INC.,NONPROFIT,PA,,,,,,,,616646,,,"%CAPITOL CORPORATE SERVICES, INC. DAUPHIN",
WARREN COUNTY BASEBALL LEAGUE,NONPROFIT,NAN,,,,PA,110 WOODS RD,WARREN,16365-0,616647,,,110 WOODS RD WARREN PA 16365-0 WARREN,
GOLD PROPERTIES LLC,LLC,PA,,,,PA,1106 VIRGINIA AVENUE,OAKMONT,15139,616648,,,1106 VIRGINIA AVENUE OAKMONT PA 15139 ALLEGHENY,
UNITED COMMERCIAL SUPPLY LLC,LLC,PA,,,,PA,6348 LIBRARY ROAD,SOUTH PARK,15129,616649,,,6348 LIBRARY ROAD SOUTH PARK PA 15129 ALLEGHENY,
REALTY DONE RIGHT LLC,LLC,OH,,,,PA,53 NORTH MORGANTOWN STREET,ST. FAIRCHANCE,15436,616650,,,53 NORTH MORGANTOWN STREET ST. FAIRCHANCE PA 15436,
C&C HOME IMPROVEMENTS,CORPORATION,PA,,,,PA,6541 MARSDEN ST,PHILADELPHIA,19135,616651,RONNIE CRUZ,OWNER,6541 MARSDEN ST PHILADELPHIA PA 19135 PHILADELPHIA,
"VENTURE LEASING, INC.",CORPORATION,PA,,,,PA,65 E ELIZABETH AVE,BETHLEHEM,18018-0,616652,,,65 E ELIZABETH AVE BETHLEHEM PA 18018-0,
"IRWIN TRAILER SALES, INC.",CORPORATION,NAN,1361 MAYFIELD RD,MASONTOWN,,PA 15642-0 WESTMORELAND,10750 ROUTE 30 NORTH,HUNTINGDON,,616653,ROB A YOUNG,PRESIDENT,10750 ROUTE 30 NORTH HUNTINGDON PA 15642-0 WESTMORELAND,1361 MAYFIELD RD MASONTOWN WV 26542-8611
ACADEMY OF APPLIED AUTOMOTIVE AND MECHANICAL SCIENCE,NONPROFIT,NAN,,,,,,,,616654,,,1801 MARKET ST 10 PENN CENTER % SUN REFI NING & MARKETING CO. PHILA PA 19103-0 PHILADELPHIA,
"THE CARPETACK, INC.",CORPORATION,PA,,,,,,,,616655,,,"STAR STREET SHOPPING CENTER, STORE #4 PHOENIXVILLE PA 19460-0 CHESTER",
AUERBACH INVESTMENTS CORPORATION,CORPORATION,NAN,,,,PA 19107-0 PHILADELPHIA,121 N BROAD ST,PHILADELPHIA,,616656,,,121 N BROAD ST PHILADELPHIA PA 19107-0 PHILADELPHIA,
CENTER CITY DINING CLUB,NONPROFIT,NAN,,,,PA 19109-0 PHILADELPHIA,227 SOUTH BROAD STREET,PHILADELPHILA,,616657,,,227 SOUTH BROAD STREET PHILADELPHILA PA 19109-0 PHILADELPHIA,
COUNTERPOINT OF CHESTER COUNTY,NONPROFIT,NAN,,,,,,,,616658,,,BIRCH & BROAD STREETS KENNETT SQUARE PA 19348-0 CHESTER,
TRI-COUNTY ALLIANCE FOR THE ACHIEVEMENT OF CHILDREN'S POTENTIAL,NONPROFIT,NAN,,,,PA 19464-0 MONTGOMERY,192 WEST CEDARVILLE RD.,POTTSTOWN,,616659,,,192 WEST CEDARVILLE RD. POTTSTOWN PA 19464-0 MONTGOMERY,
PENS 5 & 10 STORE INC.,CORPORATION,NAN,245 LOCKART PL,PHILADELPHIA,,PA 19133-0 PHILADELPHIA,2924 N 5TH ST,PHILA,,616662,GEORGE KIRSH,PRESIDENT,2924 N 5TH ST PHILA PA 19133-0 PHILADELPHIA,245 LOCKART PL PHILADELPHIA PA 19116-51
"DAVIS CADILLAC-OLDSMOBILE, INC.",CORPORATION,NAN,,,,PA 17701-0 LYCOMING,410 E 3RD ST,WILLIAMSPORT,,616663,,,410 E 3RD ST WILLIAMSPORT PA 17701-0 LYCOMING,
S.F.I. INC.,CORPORATION,PA,,,,PA 19457-0 CHESTER,ROUTE 724 & WELLS RD,PARKER FORD,,616664,,,ROUTE 724 & WELLS RD PARKER FORD PA 19457-0 CHESTER,
NEW KILBORN CLUB,NONPROFIT,PA,,,,PA,1129 OLD SCHUYKILL ROAD,PARKERFORD,19457,616665,,,1129 OLD SCHUYKILL ROAD PARKERFORD PA 19457 CHESTER,
"GAY'S AMERICAN HARDWARE, INC.",CORPORATION,NAN,633 FRANKFORD RD,MONACA,15061-0,PA,1495 BROADHEAD RD,MONACA,15061-0,616666,ATLEE SHINABERRY,PRESIDENT,1495 BROADHEAD RD MONACA PA 15061-0 BEAVER,633 FRANKFORD RD MONACA PA 15061-04
"B & N CONTRACTORS, INC.",CORPORATION,NAN,,,,PA,83 GOLDEN GATE RD,LEVITTOWN,,616667,,,83 GOLDEN GATE RD LEVITTOWN PA 19057-0 BUCKS,
ED-KEYSTONE COMMERCE LLC,LLC,DE,,,,,,,,616668,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"SOLAR ENERGY SALES, INC.",CORPORATION,NAN,C/O ALEXANDER HAFF P.O. BOX 1314,NEWTOWN,,PA,707 EASTON RD,DOYLESTOWN,,616669,ALEXANDER HAFF,PRESIDENT,707 EASTON RD DOYLESTOWN PA 18901-0 BUCKS,C/O ALEXANDER HAFF P.O. BOX 1314 NEWTOWN PA 18940-09
"JAMESFOX, INC.",CORPORATION,NAN,,,,PA 15228-0 ALLEGHENY,221 WOODHAVEN DR MT.,LEBANON,,616670,,,221 WOODHAVEN DR MT. LEBANON PA 15228-0 ALLEGHENY,
"MANOR COURTS, INC.",CORPORATION,NAN,615 IRON CITY DR,PITTSBURGH,,PA 15220-0 ALLEGHENY,100 ROESSLER RD,PITTSBURGH,,616671,GARY BROWN,PRESIDENT,100 ROESSLER RD PITTSBURGH PA 15220-0 ALLEGHENY,615 IRON CITY DR PITTSBURGH PA 15205-02
"EXPLORATION SUPPLY COMPANY, INC.",CORPORATION,DE,,,,PA 19109-0 PHILADELPHIA,"C/O C T CORPORATION SYSTEM, 123 SOUTH BR OAD STREET",PHILADELPHIA,,616672,,,"C/O C T CORPORATION SYSTEM, 123 SOUTH BR OAD STREET PHILADELPHIA PA 19109-0 PHILADELPHIA",
MAURICE M. DAVIDSON M.D.,CORPORATION,NAN,,,,PA,OLD MILL LANE,MEDIA,,616673,,,OLD MILL LANE MEDIA PA 19063-0 BUCKS,
"JEN-MAR LEASING CO., INC.",CORPORATION,NAN,,,,PA 15501-0 SOMERSET,R.D. #4,SOMERSET,,616674,,,R.D. #4 SOMERSET PA 15501-0 SOMERSET,
"MOTHER'S SUBMARINES & SANDWICH SPECIALTIES, INC.",CORPORATION,NAN,,,,PA 17102-0 DAUPHIN,2308 NORTH SECOND STREET,HARRISBURG,,616675,,,2308 NORTH SECOND STREET HARRISBURG PA 17102-0 DAUPHIN,
"INTERNATIONAL HOTEL ASSOCIATES, INC.",CORPORATION,NAN,,,,,,,,616676,,,"SUITE 1200, 1518 WALNUT STREET PHILADELPHIA PA 0 -0 PHILADELPHIA",
"FLECKENSTEIN ENGINEERING, INC.",CORPORATION,PA,156 CASTLETON DR,READING,,PA,156 CASTLETON DR.,READING,,616677,JOSEPH E FLECKENSTEIN,PRESIDENT,156 CASTLETON DR. READING PA 19607-0 BERKS,156 CASTLETON DR READING PA 19607-3213
H. DAVID BROWN INCORPORATED,CORPORATION,DE,762 STORCH RD,STATE COLLEGE,16827-0,PA,111 W MAIN ST,BOALSBURG,16827-0,616679,J L BROWN,VICEPRESIDENT,111 W MAIN ST BOALSBURG PA 16827-0 CENTRE,762 STORCH RD STATE COLLEGE PA 16801-14
"GELBER & KOSTOS, INC.",CORPORATION,NAN,,,,PA 19107-0 PHILADELPHIA,1300 PINE ST,PHILA,,616680,,,1300 PINE ST PHILA PA 19107-0 PHILADELPHIA,
"D & M LINEN SUPPLY, INC.",CORPORATION,NAN,1229 23RD AVE,ALTOONA,,PA,300 E WALNUT ST,ALTOONA,,616681,JOSEPH SCHRAF,PRESIDENT,300 E WALNUT ST ALTOONA PA 16601-0 BLAIR,1229 23RD AVE ALTOONA PA 16601-07
LES AMIS (THE FRIENDS),PARTNERSHIP,NAN,,,,,,,,616682,MILTON A DAUBER ETAL,GENPARTNER,329 BEJAMIN FOX PAVILION JENKINTOWN PA 19046-0 MONTGOMERY,PA
"C. & G. SNYDER'S ENTERPRISES, INC.",CORPORATION,PA,,,,,,,,616683,,,R.D. 1 NORTHUMBERLAND PA 17857-0 NORTHUMBERLAND,
"PINE GROVE TV CABLE, INC.",CORPORATION,NAN,,,,PA 17963-0 SCHUYLKILL,46 S TULPEHOCKEN,ST PINE GROVE,,616684,,,46 S TULPEHOCKEN ST PINE GROVE PA 17963-0 SCHUYLKILL,
"ESKIL'S CLOG SHOP, INC.",CORPORATION,NAN,,,,,,,,616685,,,"BOX 371, RD #2 CHADDS FORD PA 19317-0 DELAWARE",
"VILLAGER GIFT SHOPPE, INC.",CORPORATION,NAN,C/O ALLEN E NUSKEY 3306 KENSINGTON AVE,PHILADELPHIA,,PA 19134-0 PHILADELPHIA,3336 KENSINGTON AVE,PHILA,,616686,MICHAEL MOLLOY,PRESIDENT,3336 KENSINGTON AVE PHILA PA 19134-0 PHILADELPHIA,C/O ALLEN E NUSKEY 3306 KENSINGTON AVE PHILADELPHIA PA 19134-51
STRATINVEST LLC,LLC,NY,,,,PA,147 FORGE LANE,FEASTERVILLE,19053,616687,,,147 FORGE LANE FEASTERVILLE PA 19053,
AMERICAN RESIDENTIAL EXTERIOR CLEANING CORP.,CORPORATION,NAN,,,,PA 15234-0 ALLEGHENY,"300 MT LEBANON BLVD, SUITE 305",PITTSBURGH,,616688,,,"300 MT LEBANON BLVD, SUITE 305 PITTSBURGH PA 15234-0 ALLEGHENY",
JUD-LEN CORPORATION,CORPORATION,NAN,,,,PA 19128-0 PHILADELPHIA,4407 DEXTER ST,PHILA,,616689,,,4407 DEXTER ST PHILA PA 19128-0 PHILADELPHIA,
EBERSOLE EXCAVATING INC.,CORPORATION,PA,3224 ELIZABETHTOWN RD,HERSHEY,,,,,,616690,SANDRA H EBERSOLE,TREASURER,R.D. #1 HERSHEY PA 0 -0 DAUPHIN,3224 ELIZABETHTOWN RD HERSHEY PA 17033-9326
"HAY-CRAWF DIVERSIFIED INDUSTRIES, INC.",CORPORATION,NAN,,,,,,,,616691,,,R.D. #2 MEADVILLE PA 0 -0 CRAWFORD,
"BIG OAK MOBILE HOME SALES, INC.",CORPORATION,NAN,R D 3,GROVE CITY,16127-0,PA,RD #3,GROVE CITY,16127-0,616692,RODENY W HOCKENBERRY,PRESIDENT,RD #3 GROVE CITY PA 16127-0 MERCER,R D 3 GROVE CITY PA 16127-43
"HMC MANAGEMENT SERVICES, INC.",CORPORATION,NAN,212 4TH ST,HUNTINGDON,,PA 16652-0 HUNTINGDON,212 FOURTH ST.,HUNTINGDON,,616693,SJANIE W WALTER,TREASURER,212 FOURTH ST. HUNTINGDON PA 16652-0 HUNTINGDON,212 4TH ST HUNTINGDON PA 16652-31
"RUDASILL, DERWOOD C., INC.",CORPORATION,NAN,,,,PA,300 E WALNUT ST,ALTOONA,,616695,,,300 E WALNUT ST ALTOONA PA 16601-0 BLAIR,
