name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
JJ HOT CHICKEN ELKINS PARK LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,310 YORKTOWN PLAZA,ELKINS PARK,19027,7275666,,,310 YORKTOWN PLAZA ELKINS PARK PA 19027 MONTGOMERY,
HOOKER FOR HIRE LLC,LLC,PA,,,,,,,,7275667,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
GIGI CONSTRUCTION AND SERVICES INC.,CORPORATION,PA,,,,PA,401 HAZELNUT DR,MONROEVILLE,15146,7275668,,,401 HAZELNUT DR MONROEVILLE PA 15146 ALLEGHENY,
FLAQUITO DETAILING CENTER LLC,LLC,PA,,,,PA,708 W ELM ST,NORRISTOWN,19401,7275670,,,708 W ELM ST NORRISTOWN PA 19401 MONTGOMERY,
S&S DRYWALLING LLC,LLC,PA,,,,,,,,7275671,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
A & M DENTAL ASSOCIATES,CORPORATION,PA,4670 CYPRESS AVE,FEASTERVILLE,19002,PA,602 S BETHLEHEM PIKE STE A-1,AMBLER,19002,7275672,MATHEW CHERIAN,OWNER,602 S BETHLEHEM PIKE STE A-1 AMBLER PA 19002 MONTGOMERY,4670 CYPRESS AVE FEASTERVILLE PA 19053
TRAN PROPERTY VENTURES LLC,LLC,PA,,,,PA,642 WASHINGTON AVENUE,PHILADELPHIA,19147,7275673,,,642 WASHINGTON AVENUE PHILADELPHIA PA 19147 PHILADELPHIA,
SIMON TRUCKING SERVICES LLC,LLC,PA,,,,PA,400 MADISON AVE,PROSPECT PARK,19076,7275674,,,400 MADISON AVE PROSPECT PARK PA 19076 DELAWARE,
T'S HOUSE OF NAILS LLC,LLC,PA,,,,PA,32 SOUTH WALNUT ST,SHARPSVILLE,16150,7275675,,,32 SOUTH WALNUT ST SHARPSVILLE PA 16150 MERCER,
HIS&HERS LOCKSMITH LLC,LLC,PA,,,,,,,,7275676,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
OLIVEIRA CONSTRUCTION INC,CORPORATION,PA,,,,PA,1815 GLANDALE AVE,PHILADELPHIA,19111,7275677,,,1815 GLANDALE AVE PHILADELPHIA PA 19111 PHILADELPHIA,
MARRIED IN BUSINESS LLC,LLC,PA,,,,PA,491 BALTIMORE PIKE SUITE 1104,SPRIGFIELD,19064,7275678,,,491 BALTIMORE PIKE SUITE 1104 SPRIGFIELD PA 19064 DELAWARE,
"FB INVESTMENT PROPERTIES, LLC",LLC,PA,,,,PA,2419 N CLARION ST,PHILADELPHIA,19132,7275679,,,2419 N CLARION ST PHILADELPHIA PA 19132 PHILADELPHIA,
"MIKE AND MIMI INVESTMENTS, LLC",LLC,PA,,,,PA,2954 N MASCHER ST,PHILADELPHIA,19133,7275680,,,2954 N MASCHER ST PHILADELPHIA PA 19133 PHILADELPHIA,
NEW REVOLUTION HAIRCUTS BARBERSHOP,CORPORATION,PA,1746 W UNION ST,ALLENTOWN,18104,PA,1746 W. UNION ST.,ALLENTOWN,18104,7275681,LUIS LUGO,OWNER,1746 W. UNION ST. ALLENTOWN PA 18104 LEHIGH,1746 W UNION ST ALLENTOWN PA 18104
SANDY'S BEAUTY SUPPLY LLC,LLC,PA,,,,PA,2313 S. MILDRED ST,PHILADELPHIA,19148,7275685,,,2313 S. MILDRED ST PHILADELPHIA PA 19148 PHILADELPHIA,
THE INDUSTRIALIST'S BRUSH LLC,LLC,PA,,,,,,,,7275686,,,%REGISTERED AGENTS INC MONTGOMERY,
PIXEL PARENTING LLC,LLC,PA,,,,PA,1001 CATHERINE DRIVE,CONWAY,15027,7275687,,,1001 CATHERINE DRIVE CONWAY PA 15027 BEAVER,
FLETCH&CO. LLC,LLC,PA,,,,PA,902 CHESTNUT ST,COLLINGDALE,19023,7275688,,,902 CHESTNUT ST COLLINGDALE PA 19023 DELAWARE,
GRAEFF CAPITAL L.L.C.,LLC,PA,,,,PA,518 SHALTER AVE,TEMPLE,19560,7275689,,,518 SHALTER AVE TEMPLE PA 19560 BERKS,
SZN BOUTIQUE STYLEZ LLC,LLC,PA,,,,PA,30 S HOWARD ST,ALLENTOWN,18102,7275690,,,30 S HOWARD ST ALLENTOWN PA 18102 LEHIGH,
JUST GERONIMO LLC,LLC,PA,,,,PA,4520 E HOWELL ST,PHILADELPHIA,19134,7275691,,,4520 E HOWELL ST PHILADELPHIA PA 19134 BUCKS,
RRT MYRIAD SERVICES LLC,LLC,PA,,,,,,,,7275692,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
RIVERA METAL LLC,LLC,PA,,,,PA,3239 RORER ST,PHILADELPHIA,19134,7275693,,,3239 RORER ST PHILADELPHIA PA 19134 PHILADELPHIA,
CHIC CITY BOUTIQUE LLC,LLC,PA,,,,PA,3941 WYALUSING AVE,PHILADELPHIA,19104,7275694,,,3941 WYALUSING AVE PHILADELPHIA PA 19104 PHILADELPHIA,
WATKINS- GARRETT HOLDING L.L.C.,LLC,PA,,,,PA,1711 FULTON STREET,HARRISBURG,17102,7275695,,,1711 FULTON STREET HARRISBURG PA 17102 DAUPHIN,
THE MINDFUL OASIS CO.,LLC,PA,,,,PA,11891 NEELYTON RD,SHADE GAP,17255,7275699,,,11891 NEELYTON RD SHADE GAP PA 17255 HUNTINGDON,
OAHS HANOVER VILLAGE GP LLC,LLC,DE,,,,,,,,7275702,,,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",
WESTLAKE AUTOMOBILE RECEIVABLES TRUST 2021-2,TRUST,DE,,,,,,,,7275704,,,%CORPORATE CREATIONS NETWORK INC. ERIE,
LATONYAS BLING APPAREL & ACCESSORIES LLC,LLC,PA,,,,PA,928 ALEXANDER AVENUE,MONESSEN,15062,7275708,,,928 ALEXANDER AVENUE MONESSEN PA 15062 WESTMORELAND,
QUALITY MASONRY AND TILE,CORPORATION,PA,250 GREENLEE RD,BRENTWOOD,15227,PA,250 GREENLEE RD,BRENTWOOD,15227,7275709,AUGUSTAS J SCHMUCKER,OWNER,250 GREENLEE RD BRENTWOOD PA 15227 ALLEGHENY,250 GREENLEE RD BRENTWOOD PA 15227
CE CONSULTS LLC,LLC,PA,,,,PA,1638 IVY HILL RD,PHILADELPHIA,19150,7275711,,,1638 IVY HILL RD PHILADELPHIA PA 19150 PHILADELPHIA,
ERIEPICS BY MICHAEL NESGODA,CORPORATION,PA,3321 FREMONT ST #1,ERIE,16510,PA,3321 FREMONT ST #1,ERIE,16510,7275712,MICHAEL J NESGODA,OWNER,3321 FREMONT ST #1 ERIE PA 16510 ERIE,3321 FREMONT ST #1 ERIE PA 16510
THE PHILLY LEAD TECHS. LLC,LLC,PA,,,,,,,,7275713,,,%LEGALINC CORPORATE SERVICES INC. ALLEGHENY,
SWEEP MOP DON'T STOP CLEANING SERVICES L.L.C.,LLC,PA,,,,,,,,7275714,,,%REGISTERED AGENTS INC MONTGOMERY,
RPM TRANSPORT CORP,CORPORATION,PA,,,,PA,1011 GEORGE ST APT 2M,EASTON,18040,7275715,,,1011 GEORGE ST APT 2M EASTON PA 18040 NORTHAMPTON,
LUCKY HILL ROAD LLC,LLC,PA,,,,,,,,7275716,,,%REGISTERED AGENTS INC MONTGOMERY,
SUNSHINE DREAMS DESIGN,CORPORATION,PA,506 N MARKET ST,LEBANON,17067,PA,506 N MARKET ST,MYERSTOWN,17067,7275717,AMY ARNOLD,OWNER,506 N MARKET ST MYERSTOWN PA 17067 LEBANON,506 N MARKET ST LEBANON PA 17067
ADD CONSULTING LLC,LLC,PA,,,,PA,517 5TH STREET,PITCAIRN,15140,7275718,,,517 5TH STREET PITCAIRN PA 15140 ALLEGHENY,
MUAH BY ALEXANDRIA LLC,LLC,PA,,,,PA,311 FISH HILL RD,TANNERSVILLE,18372,7275719,,,311 FISH HILL RD TANNERSVILLE PA 18372 MONROE,
T & T GROCERY STORE CORP,CORPORATION,PA,,,,PA,156 LEHIGH ST,WILKES BARRE,18701,7275720,,,156 LEHIGH ST WILKES BARRE PA 18701 LUZERNE,
THE ACTORS DISTRICT LLC,LLC,PA,,,,PA,8200 HENRY AVE APT. #28,PHILADELPHIA,19128,7275721,,,8200 HENRY AVE APT. #28 PHILADELPHIA PA 19128 PHILADELPHIA,
A+ PRESSURE L.L.C.,LLC,PA,,,,PA,6118 MACARTHUR DRIVE,HARRISBURG,17112,7275722,,,6118 MACARTHUR DRIVE HARRISBURG PA 17112 DAUPHIN,
EBOHNIE LLC,LLC,NJ,,,,,,,,7275723,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
GREEN SUM SOLUTIONS LLC,LLC,PA,,,,,,,,7275724,,,%REGISTERED AGENTS INC MONTGOMERY,
BALDY'S BLENDS L.L.C.,LLC,PA,,,,PA,302 E NEW STREET,LANCASTER,17602,7275725,,,302 E NEW STREET LANCASTER PA 17602 LANCASTER,
AUG IMAGING,CORPORATION,PA,"1245 RIDGE AVE, 210",PHILADELPHIA,19130,PA,2510 ASPEN STREET,PHILADELPHIA,19130,7275726,CONNOR AUGUSTINE,OWNER,2510 ASPEN STREET PHILADELPHIA PA 19130 PHILADELPHIA,"1245 RIDGE AVE, 210 PHILADELPHIA PA 19123"
3300 HEALING TOUCH INC.,CORPORATION,PA,,,,PA,3300 HARTZDALE DR. STE 107,CAMP HILL,17011,7275727,,,3300 HARTZDALE DR. STE 107 CAMP HILL PA 17011 CUMBERLAND,
NEWERAFASHION LLC,LLC,PA,,,,,,,,7275729,,,%REGISTERED AGENTS INC MONTGOMERY,
2042 PRODUCTIONS,CORPORATION,PA,906 NORTHBRIAR DR,YORK,17401,PA,160 W MARKET ST PO BOX 2386,YORK,17401,7275730,OMAR D DESHIELDS,OWNER,160 W MARKET ST PO BOX 2386 YORK PA 17401 YORK,906 NORTHBRIAR DR YORK PA 17404
HOME IMPROVEMENT & MODIFICATIONS,CORPORATION,PA,1509 W INDIANA AVENUE,PHILADELPHIA,19132,PA,1509 W. INDIANA AVE,PHILADELPHIA,19132,7275731,FARRAKHAN THOMAS,OWNER,1509 W. INDIANA AVE PHILADELPHIA PA 19132 PHILADELPHIA,1509 W INDIANA AVENUE PHILADELPHIA PA 19132
ADONIS LOGISTICS LLC,LLC,PA,,,,PA,300 VILLAGE DRIVE APT 560,KING OF PRUSSA,19406,7275733,,,300 VILLAGE DRIVE APT 560 KING OF PRUSSA PA 19406 MONTGOMERY,
CARBONDALE 40 LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,14471 STATE RTE 374,UNION DALE,18470,7275734,,,14471 STATE RTE 374 UNION DALE PA 18470 SUSQUEHANNA,
BROTHERHOOD PHOTOGRAPHY CO.,LLC,PA,,,,PA,148 PENDULA CT,WEST CHESTER,19380,7275737,,,148 PENDULA CT WEST CHESTER PA 19380 CHESTER,
GUJARAT AUTO LLC,LLC,PA,,,,PA,2727 HERR ST,GARAGE HARRISBURG,17103,7275738,,,2727 HERR ST GARAGE HARRISBURG PA 17103 DAUPHIN,
BK & DK SERVICES LLC,LLC,PA,,,,PA,2245 2ND ST,EASTON,18042,7275739,,,2245 2ND ST EASTON PA 18042 NORTHAMPTON,
DOCLOVESCRUBBOUTIQUE LLC,LLC,PA,,,,PA,6145 GERMANTOWN AVE SUITE A,PHILADELPHIA,19144,7275740,,,6145 GERMANTOWN AVE SUITE A PHILADELPHIA PA 19144 PHILADELPHIA,
BUCCI DISTRIBUTION INC,CORPORATION,PA,,,,PA,518 ROLLING GLEN DRIVE,HORSHAM,19044,7275741,,,518 ROLLING GLEN DRIVE HORSHAM PA 19044 MONTGOMERY,
PD CLAY ORIGINALS LLC,LLC,PA,,,,PA,4836 WESTMINSTER AVE,PHILADELPHIA,19131,7275742,,,4836 WESTMINSTER AVE PHILADELPHIA PA 19131 PHILADELPHIA,
SIMPLICITY BY KIRA LLC,LLC,PA,,,,PA,1400 BEAUMONT AVE,TEMPLE,19560,7275743,,,1400 BEAUMONT AVE TEMPLE PA 19560 BERKS,
LEE BUYS HOUSES LLC,LLC,PA,,,,PA,"848 E. MAIN ST STE 800,1021",EPHRATA,17522,7275744,,,"848 E. MAIN ST STE 800,1021 EPHRATA PA 17522 BERKS",
PHILIP G PULEO LLC,LLC,PA,,,,PA,950 PIKETOWN RD,HARRISBURG,17112,7275745,,,950 PIKETOWN RD HARRISBURG PA 17112 DAUPHIN,
BOSS SITCHES LLC,LLC,PA,,,,,,,,7275746,,,%REGISTERED AGENTS INC MONTGOMERY,
BREEZYS LEMON SQUEEZY LLC,LLC,PA,,,,PA,147 RINGNECK DRIVE,HARRISBURG,17112,7275747,,,147 RINGNECK DRIVE HARRISBURG PA 17112 DAUPHIN,
GNAWAYZE AUTO SALE L.L.C.,LLC,PA,,,,PA,6913 PASCHALL AVENUE,PHILADELPHIA,19142,7275748,,,6913 PASCHALL AVENUE PHILADELPHIA PA 19142 PHILADELPHIA,
WILLOW GRACE INSPIRED,CORPORATION,PA,2615 OLD ROUTE 22,HAMBURG,19534,PA,90 PENN STREET,LENHARTSVILLE,19534,7275749,DAVID SAYLOR,OWNER,90 PENN STREET LENHARTSVILLE PA 19534 BERKS,2615 OLD ROUTE 22 HAMBURG PA 19526
SKAREDAK ENTERPRISES LLC,LLC,PA,,,,PA,771 KENTUCK ROAD,OHIOPYLE,15470,7275750,,,771 KENTUCK ROAD OHIOPYLE PA 15470 FAYETTE,
AMORTENTIA BEAUTY LLC,LLC,PA,,,,PA,1508 KILLINGTON CT,EAST STROUDSBURG,18301,7275751,,,1508 KILLINGTON CT EAST STROUDSBURG PA 18301 MONROE,
PARRISDASTYLIST LLC,LLC,PA,,,,PA,1358 PENNINGTON RD.,PHILA,19151,7275754,,,1358 PENNINGTON RD. PHILA PA 19151 PHILADELPHIA,
SHODYS STUDIO LLC,LLC,PA,,,,PA,6623 HAVERFORD AVE,PHILADELPHIA,19151,7275755,,,6623 HAVERFORD AVE PHILADELPHIA PA 19151 PHILADELPHIA,
ROMEO AYLA DESIGN LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,3 BERRYWOOD ROAD,MALVERN,19355,7275756,,,3 BERRYWOOD ROAD MALVERN PA 19355 CHESTER,
K&S DISTRIBUTORS LLC,LLC,PA,,,,PA,755 WEST LANCASTER AVE #1011,BRYN MAWR,19010,7275757,,,755 WEST LANCASTER AVE #1011 BRYN MAWR PA 19010 MONTGOMERY,
"BUTLER 309, LLC",LLC,PA,,,,PA,5024 OLD AIRPORT ROAD SUITE 1,HAZLE TOWNSHIP,18202,7275758,,,5024 OLD AIRPORT ROAD SUITE 1 HAZLE TOWNSHIP PA 18202 LUZERNE,
"KWON PROPERTY GROUP, LLC",LLC,PA,,,,PA,1230 S. 24TH STREET,PHILADELPHIA,19146,7275759,,,1230 S. 24TH STREET PHILADELPHIA PA 19146 PHILADELPHIA,
HUSTLE NATION 215 LLC,LLC,PA,,,,PA,3432 F STREET,PHILADELPHIA,19134,7275760,,,3432 F STREET PHILADELPHIA PA 19134 PHILADELPHIA,
IDAN&BEN PEN LLC,LLC,PA,,,,PA,40 TRENT RD,WYNNEWOOD,19096,7275761,,,40 TRENT RD WYNNEWOOD PA 19096 MONTGOMERY,
TOP DAWG EXOTICS L.L.C.,LLC,PA,,,,PA,310 HILL CIRCLE,READING,19607,7275762,,,310 HILL CIRCLE READING PA 19607 BERKS,
TOADSTOOL GOURMET MUSHROOMS LLC,LLC,PA,,,,PA,380 MANOR ROAD,WEXFORD,15090,7275763,,,380 MANOR ROAD WEXFORD PA 15090 ALLEGHENY,
CSC TEP CO,CORPORATION,DE,,,,,,,,7275764,,,%CT CORPORATION SYSTEM DAUPHIN,
"TRIBUTE HVAC SALES, INSTALLATION AND DISTRIBUTION LLC",LLC,PA,,,,,,,,7275765,,,"%RUST & ASSOCIATES LAW FIRM, LLC LEHIGH",
COMMONWEALTH LAW FIRM PLLC,LLC,PA,,,,PA,205 TALL PINES DRIVE WEST,CHESTER,19380,7275766,,,205 TALL PINES DRIVE WEST CHESTER PA 19380 CHESTER,
ATG SETTLEMENT SERVICES LLC,LLC,PA,,,,PA,344 S BELLEVUE AVE,LANGHORNE,19047,7275767,,,344 S BELLEVUE AVE LANGHORNE PA 19047 BUCKS,
DINZEO'S POOL SERVICES L.L.C.,LLC,PA,,,,PA,366 BRUSH CREEK RD,IRWIN,15642,7275768,,,366 BRUSH CREEK RD IRWIN PA 15642 WESTMORELAND,
THE BUSINESS FROM 6 LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,1500 CHESTNUT ST,PHILADELPHIA,19102,7275769,,,1500 CHESTNUT ST PHILADELPHIA PA 19102 PHILADELPHIA,
B BROTHERS INC,CORPORATION,PA,,,,PA,111 BUCK RD UNIT 800 #4,HUNTINGDON,19006,7275770,,,111 BUCK RD UNIT 800 #4 HUNTINGDON PA 19006 PHILADELPHIA,
PRECIOUS HEARTS HEALTHCARE SERVICES INC,CORPORATION,PA,,,,PA,2331 BAMBREY TERR,PHILADELPHIA,19145,7275771,,,2331 BAMBREY TERR PHILADELPHIA PA 19145 PHILADELPHIA,
COZY HOME LLC,LLC,PA,,,,PA,1732 ARNOLD ST,PHILADELPHIA,19152,7275772,,,1732 ARNOLD ST PHILADELPHIA PA 19152 PHILADELPHIA,
CUVO4 LLC,LLC,PA,,,,PA,10471 NORTH MAIN STREET EXT.,GLEN ROCK,17327,7275773,,,10471 NORTH MAIN STREET EXT. GLEN ROCK PA 17327 YORK,
CHEF NIA KITCHEN L.L.C.,LLC,PA,,,,PA,100 WINDERMERE AVE APT 104,WAYNE,19087,7275774,,,100 WINDERMERE AVE APT 104 WAYNE PA 19087 DELAWARE,
STAY POSITIVE PRODUCTIONS L.L.C.,LLC,PA,,,,PA,24 JUMP HILL ROAD,LEVITTOWN,19056,7275775,,,24 JUMP HILL ROAD LEVITTOWN PA 19056 BUCKS,
MAJOR GRAPHIX L.L.C.,LLC,PA,,,,PA,137 GREEN VALLEY RD,UPPER DARBY,19082,7275776,,,137 GREEN VALLEY RD UPPER DARBY PA 19082 DELAWARE,
LAVISH HOME SUITES LLC,LLC,PA,,,,PA,4950 N FRANKLIN STREET,PHILADELPHIA,19120,7275777,,,4950 N FRANKLIN STREET PHILADELPHIA PA 19120 PHILADELPHIA,
BAM ENTERTAINMENT LLC,LLC,PA,,,,PA,424 DUKE ST APT E,ENOLA,17025,7275779,,,424 DUKE ST APT E ENOLA PA 17025 CUMBERLAND,
MINA'S WASH N GO L.L.C.,LLC,PA,,,,PA,1734 ALTER STREET APT 2F,PHILADELPHIA,19146,7275780,,,1734 ALTER STREET APT 2F PHILADELPHIA PA 19146 PHILADELPHIA,
SUGA SWEETZ LLC,LLC,PA,,,,PA,2305 ST. ALBANS ST,PHILADELPHIA,19146,7275781,,,2305 ST. ALBANS ST PHILADELPHIA PA 19146 PHILADELPHIA,
SANCHEZ TRANSPORT CORP,CORPORATION,PA,,,,PA,450 MICKLEY RUN APT G,WHITEHALL,18052,7275782,,,450 MICKLEY RUN APT G WHITEHALL PA 18052 LEHIGH,
ROMANWORX PAINTING CO.,CORPORATION,PA,131 CONFER DRIVE,BELLEFONTE,16823,PA,131 CONFER DRIVE,BELLEFONTE,16823,7275783,DOMINICK ROMNINI,OWNER,131 CONFER DRIVE BELLEFONTE PA 16823 CENTRE,131 CONFER DRIVE BELLEFONTE PA 16823
EDGAR CAR WASH LLC,LLC,PA,,,,PA,4710 N FRONT STREET,PHILADELPHIA,19120,7275784,,,4710 N FRONT STREET PHILADELPHIA PA 19120 PHILADELPHIA,
1410 EWG LLC,LLC,PA,,,,PA,1004 E WILLOW GROVE AVE,WYNDMOOR,19038,7275785,,,1004 E WILLOW GROVE AVE WYNDMOOR PA 19038 MONTGOMERY,
STAY2SELF ENT. LLC,LLC,PA,,,,PA,241 RUBICAM ST,PHILADELPHIA,19120,7275786,,,241 RUBICAM ST PHILADELPHIA PA 19120 PHILADELPHIA,
LEIT DESIGN STUDIO LLC,LLC,PA,,,,PA,331 FOREST AVE.,AMBLER,19002,7275788,,,331 FOREST AVE. AMBLER PA 19002 MONTGOMERY,
ASHLEY EICKHOFF PHOTOGRAPHY LLC,LLC,PA,,,,PA,2167 RABBIT RUN,GILBERTSVILLE,19525,7275789,,,2167 RABBIT RUN GILBERTSVILLE PA 19525 MONTGOMERY,
BENJI'S CLEANING SERVICES LLC,LLC,PA,,,,PA,2010 ALFRED DRIVE APT F,LANSDOWNE,19050,7275790,,,2010 ALFRED DRIVE APT F LANSDOWNE PA 19050 DELAWARE,
SMART ELECTRIC LLC,LLC,PA,,,,PA,522 PRIMOS AVE,FOLCROFT,19032,7275791,,,522 PRIMOS AVE FOLCROFT PA 19032 DELAWARE,
KIM KREACTIONS LLC,LLC,PA,,,,PA,6103 N BAYNTON ST,PHILADELPHIA,19144,7275792,,,6103 N BAYNTON ST PHILADELPHIA PA 19144 PHILADELPHIA,
BORN ALPHA INDUSTRIES LLC,LLC,PA,,,,PA,4920 PENNELL ROAD #352,ASTON,19014,7275793,,,4920 PENNELL ROAD #352 ASTON PA 19014 DELAWARE,
OPTIMAL OUTSOURCING LLC,LLC,PA,,,,PA,114 CRAWFORD AVE,ALTOONA,16602,7275794,,,114 CRAWFORD AVE ALTOONA PA 16602 BLAIR,
BLACK ENTREPRENEUR TRAILBLAZERS,CORPORATION,PA,1017 QUINCY AVE,SCRANTON,18504,PA,202 SOUTH MAIN AVE,SCRANTON,18504,7275796,KEITH BENNETT,OWNER,202 SOUTH MAIN AVE SCRANTON PA 18504 LACKAWANNA,1017 QUINCY AVE SCRANTON PA 18510
JAE'S CHARMING HAIR LLC,LLC,PA,,,,PA,610 OLD YORK ROAD SUITE 400,JENKINTOWN,19046,7275797,,,610 OLD YORK ROAD SUITE 400 JENKINTOWN PA 19046 MONTGOMERY,
NEWMAN MAINTENANCE L.L.C.,LLC,PA,,,,PA,862 MAPLE AVENUE,BERWYN,19312,7275798,,,862 MAPLE AVENUE BERWYN PA 19312 CHESTER,
ESOTERIC INDUSTRIES LLC,LLC,PA,,,,PA,1206 CORNERSTONE BLVD APT 213,DOWNINGTOWN,19335,7275799,,,1206 CORNERSTONE BLVD APT 213 DOWNINGTOWN PA 19335 CHESTER,
CRYPTOHEDGE LLC,LLC,PA,,,,PA,760 EBY ROAD,PALMYRA,17078,7275800,,,760 EBY ROAD PALMYRA PA 17078 LEBANON,
DREMEL ENTERPRISES LLC,LLC,PA,,,,PA,491 BALTIMORE PIKE SUITE 1240,SPRINGFIELD,19064,7275803,,,491 BALTIMORE PIKE SUITE 1240 SPRINGFIELD PA 19064 DELAWARE,
SUN BREWED REALITY,CORPORATION,PA,1205 FALLOWFIELD AVENUE,PITTSBURGH,15216,PA,1205 FALLOWFIELD AVENUE,PITTSBURGH,15216,7275805,EMMA REINEBERG,OWNER,1205 FALLOWFIELD AVENUE PITTSBURGH PA 15216 ALLEGHENY,1205 FALLOWFIELD AVENUE PITTSBURGH PA 15216
VANBECKYEART PROPERTIES LLC,LLC,PA,,,,PA,159 PARKER AVE UNIT A,PHILADELPHIA,19128,7275806,,,159 PARKER AVE UNIT A PHILADELPHIA PA 19128 PHILADELPHIA,
RAMARD,CORPORATION,PA,"5 SENTRY PARKWAY EAST BLDG, SUITE 210",BLUE BELL,19422,PA,"5 SENTRY PARKWAY, EAST BLDG., SUITE 210",BLUE BELL,19422,7275807,"VETERINARIAN RECOMMENDED SOLUTIONS, LLC",OWNER,"5 SENTRY PARKWAY, EAST BLDG., SUITE 210 BLUE BELL PA 19422 MONTGOMERY","5 SENTRY PARKWAY EAST BLDG, SUITE 210 BLUE BELL PA 19422"
THINK PRO TALENT,CORPORATION,PA,4171 APPLE STREET,PHILADELPHIA,19127,PA,4171 APPLE STREET,PHILADELPHIA,19127,7275808,JOSEPH G BECKER,OWNER,4171 APPLE STREET PHILADELPHIA PA 19127 PHILADELPHIA,4171 APPLE STREET PHILADELPHIA PA 19127
PGH LAWN CARE,CORPORATION,PA,1545 AVON PL,PITTSBURGH,15221,PA,1545 AVON PL,PITTSBURGH,15221,7275809,WORK 412,OWNER,1545 AVON PL PITTSBURGH PA 15221 ALLEGHENY,1545 AVON PL PITTSBURGH PA 15221
ALPHA COURT LAMBDA BETA ALPHA MILITARY SORORITY INC,NONPROFIT,PA,,,,PA,200 CHEW AVENUE,PHILADELPHIA,19138,7275814,,,200 CHEW AVENUE PHILADELPHIA PA 19138 PHILADELPHIA,
MEDSCHOOLGIG LLC,LLC,PA,,,,,,,,7275815,,,"%LEGALCORP SOLUTIONS, LLC LEHIGH",
HAMMAJACK FOODS L.L.C.,LLC,PA,,,,PA,4775 FRICH DRIVE,PITTSBURGH,15227,7275816,,,4775 FRICH DRIVE PITTSBURGH PA 15227 ALLEGHENY,
ANN GOLD HEARTS CARE LLC,LLC,PA,,,,PA,300 BURKETT LANE APARTMENT 104,WASHINGTON,15301,7275817,,,300 BURKETT LANE APARTMENT 104 WASHINGTON PA 15301 WASHINGTON,
LEARN YA NAME KUSTOMZ LLC,LLC,PA,,,,PA,300 BURKETT LANE APARTMENT 104,WASHINGTON,15301,7275818,,,300 BURKETT LANE APARTMENT 104 WASHINGTON PA 15301 WASHINGTON,
"LIL DAWG MOWING PLUS, LLC",LLC,PA,,,,PA,202 HIGGINS ROAD,HILLIARDS,16040,7275837,,,202 HIGGINS ROAD HILLIARDS PA 16040 BUTLER,
