name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
"GILROY COMPUTERS, INC.",CORPORATION,NAN,3392 HEMLOCK,FARMS LORDS VALLEY,18428-,PA,3392 HEMLOCK,FARMS LORDS VALLEY,18428-,3329545,TERENCE I GILROY,PRESIDENT,3392 HEMLOCK FARMS LORDS VALLEY PA 18428-,3392 HEMLOCK FARMS LORDS VALLEY PA 18428-9146
"A WORLD JUST FOR CHILDREN, INC.",CORPORATION,PA,232 N 22ND ST,PHILADELPHIA,19103-,PA,232 N 22ND ST,PHILA,19103-,3329546,MICHAEL GRASSO,PRESIDENT,232 N 22ND ST PHILA PA 19103- PHILADELPHIA,232 N 22ND ST PHILADELPHIA PA 19103-51
WILLIAMS & WILLIAMS AUCTIONEERS,CORPORATION,OK,,,,,,,,3329547,,,%CT CORPORATION SYSTEM PHILADELPHIA,
THE ATRUS GROUP INC.,CORPORATION,PA,1433 SOUTH GARNET MINE,BOOTHWYN,19061-,PA,1019 MEETINGHOUSE RD,BOOTHWYN,19061-,3329550,STEVEN SUMMERS,PRESIDENT,1019 MEETINGHOUSE RD BOOTHWYN PA 19061- DELAWARE,1433 SOUTH GARNET MINE BOOTHWYN PA 19061-23
"KUBICZ BUILDERS, INC.",CORPORATION,NAN,531 WINONA LAKES E,STROUDSBURG,18301-,PA,531 WINONA LAKES EAST,STROUDSBURG,18301-,3329551,BARTLOMIE KUBICZ,PRESIDENT,531 WINONA LAKES EAST STROUDSBURG PA 18301- MONROE,531 WINONA LAKES E STROUDSBURG PA 18301-45
ROMANS AUTO INC.,CORPORATION,NAN,24 SKYVIEW LN,THORNDALE,18466-,PA,5621 MEMORIAL BLVD,TOBYHANNA,18466-,3329553,VALENTINA PEREPELKINA,VICEPRESIDENT,5621 MEMORIAL BLVD TOBYHANNA PA 18466- MONROE,24 SKYVIEW LN THORNDALE PA 19372-1136
"MANAGEMENT SYSTEM SOLUTIONS, INC.",CORPORATION,DE,3 HONEYSUCKLE LN,KENNETT SQ,19348-,PA,30 HONEYSUCKLE LANE,KENNETT SQUARE,19348-,3329554,NICOLE JURCZYK,PRESIDENT,30 HONEYSUCKLE LANE KENNETT SQUARE PA 19348-,3 HONEYSUCKLE LN KENNETT SQ PA 19348-1356
"BLUE CHIP BASEBALL, LLC",LLC,NAN,,,,PA,435 KITTERY RIDGE DR #48,NEW CASTLE,16101-,3329555,,,435 KITTERY RIDGE DR #48 NEW CASTLE PA 16101- LAWRENCE,
ED CONTRACTING INC,CORPORATION,NAN,2607 S BROAD ST,PHILADELPHIA,19148-,PA,2607 S BROAD ST,PHILA,19148-,3329556,EDWARD ROBINSON,PRESIDENT,2607 S BROAD ST PHILA PA 19148- PHILADELPHIA,2607 S BROAD ST PHILADELPHIA PA 19148-51
HOOTEN EQUIPMENT COMPANY LLC,LLC,WV,,,,,,,,3329557,,,%CT CORPORATION SYSTEM PHILADELPHIA,
"LASERSHIP, INC.",CORPORATION,DE,,,,,,,,3329559,TROY CAHILL,SECRETARY,%CORPORATION SERVICE COMPANY DAUPHIN,
DAYMART MANAGEMENT CONSULTANTS,CORPORATION,NAN,340 LENAPE LN,CHALFONT,18914-,PA,340 LENAPE LANE,CHALFONT,18914-,3329560,MARTIN TARABAR,PRESIDENT,340 LENAPE LANE CHALFONT PA 18914- BUCKS,340 LENAPE LN CHALFONT PA 18914-3142
MULLIN GROUP LLC,LLC,NAN,,,,PA,1755 MEYER WAY,JAMISON,18929-,3329561,,,1755 MEYER WAY JAMISON PA 18929- BUCKS,
MILLCREEK BEAD WORKS,CORPORATION,NAN,,,,PA,102 WATERFRONT ESTATES DR,LANCASTER,17602-,3329563,LAURA ANNE MEYERS,OWNER,102 WATERFRONT ESTATES DR LANCASTER PA 17602- LANCASTER,
"FISKE CONTRACTING, INC.",CORPORATION,PA,132 BISHOP DR,ASTON,19014-,PA,132 BISHOP DR,ASTON,19014-,3329564,CHRIS FISKE,PRESIDENT,132 BISHOP DR ASTON PA 19014- DELAWARE,132 BISHOP DR ASTON PA 19014-23
CS DIGITAL PHOTOGRAPHY,CORPORATION,NAN,,,,PA,2107 WALNUT,ST CAMP HILL,17011-,3329565,CHARLIE ROY SMITH,OWNER,2107 WALNUT ST CAMP HILL PA 17011- CUMBERLAND,
"BEKARO, L.L.C.",LLC,NAN,,,,PA,7159 IROQUOIS ST,TOBYHANNA,18466-,3329566,,,7159 IROQUOIS ST TOBYHANNA PA 18466- MONROE,
MARS PROPERTIES LLC,LLC,PA,,,,PA,758 SPRING ST,HARMONY,16037-,3329567,,,758 SPRING ST HARMONY PA 16037- BUTLER,
"SUNDAY'S BEST INTERIOR DECORATING & DESIGN, LLC",LLC,NAN,,,,PA,2314 MOUNTAIN LAUREL DR,EFFORT,18330-,3329568,,,2314 MOUNTAIN LAUREL DR EFFORT PA 18330- MONROE,
"OLDE SCHOOL REMODELING & RENOVATION SPECIALISTS, LLC",LLC,PA,,,,PA,704 ST JOHN ST,ALLENTOWN,18103-,3329570,,,704 ST JOHN ST ALLENTOWN PA 18103- LEHIGH,
"TREASURES DIVINE, LLC",LLC,NAN,,,,PA,108 SANDLEWOOD DR,MCDONALD,15057-,3329571,,,108 SANDLEWOOD DR MCDONALD PA 15057- WASHINGTON,
"COMPUHEROES, LLC",LLC,NAN,,,,PA,125 PHEASANT RUN STE 120,NEWTOWN,18940-,3329572,,,125 PHEASANT RUN STE 120 NEWTOWN PA 18940- BUCKS,
GIBBLE CONSULTING LLC,LLC,PA,,,,PA,524 ARROWHEAD TRAIL,SINKING SPRING,19608-,3329573,,,524 ARROWHEAD TRAIL SINKING SPRING PA 19608- LANCASTER,
"SAVORING THYME PERSONAL CHEF SERVICE, LLC",LLC,NAN,,,,PA,418 SAW MILL COURT,NORRISTOWN,19401-,3329574,,,418 SAW MILL COURT NORRISTOWN PA 19401- MONTGOMERY,
"AMERICAN WORKHORSE, LLC",LLC,NAN,,,,PA,3308 PERRYSVILLE AVE,PITTSBURGH,15214-,3329575,,,3308 PERRYSVILLE AVE PITTSBURGH PA 15214- ALLEGHENY,
"DISCOUNT MARKETING OF PA, INC.",CORPORATION,NAN,146 CLEAR LAKE ROAD,PROSPERITY,15601-,PA,5 WEST GRANT ST APT GB PO BOX 1645,WESTMORELAND,15601-,3329576,PHILIP ANTLEY,PRESIDENT,5 WEST GRANT ST APT GB PO BOX 1645 WESTMORELAND PA 15601- WESTMORELAND,146 CLEAR LAKE ROAD PROSPERITY SC 29127
EXPLOSIVE COMMUNICATIONS,CORPORATION,PA,,,,PA,26 YALE DR,RICHBORO,18954-,3329577,CHRISTOPHER T WENIGER,OWNER,26 YALE DR RICHBORO PA 18954- BUCKS,
"VEHICLE SERVICES, INC.",CORPORATION,NY,160 S WORK ST,FALCONER,16350-,PA,13-15 WARREN RD,SUGAR GROVE,16350-,3329579,MAX CRANDALL,PRESIDENT,13-15 WARREN RD SUGAR GROVE PA 16350- WARREN,160 S WORK ST FALCONER NY 14733
"331 MAPLE AVENUE ASSOCIATES, INC.",CORPORATION,NAN,282 FORREST RD,MERION STA,19066-,PA,282 FORREST RD,MERION STATION,19066-,3329580,NICHOLAS FALCONE,PRESIDENT,282 FORREST RD MERION STATION PA 19066- MONTGOMERY,282 FORREST RD MERION STA PA 19066-46
"JACK WALKER ENTERPRISES, INC.",CORPORATION,NAN,FIRST CLASS AUTOMOTIVE280 WOTRING RD,WASHINGTON,15301-,PA,280 WOTRING RD,WASHINGTON,15301-,3329582,MARCIA L WALKER,SECRETARY,280 WOTRING RD WASHINGTON PA 15301- WASHINGTON,FIRST CLASS AUTOMOTIVE280 WOTRING RD WASHINGTON PA 15301-9336
"K&J 52ND ST DELI, INC.",CORPORATION,NAN,# B9316 NEIL RD,PHILADELPHIA,19115-,PA,9316 #B NEIL RD,PHILA,19115-,3329583,JOHN LEE,PRESIDENT,9316 #B NEIL RD PHILA PA 19115- PHILADELPHIA,# B9316 NEIL RD PHILADELPHIA PA 19115-4274
"PANTHEON REAL ESTATE INVESTMENTS, L.P.",PARTNERSHIP,PA,,,18347-,PA,HC87 ROUTE 940,POCONO LAKE,18347-,3329584,PANTHEON PROPERTIES LLC,GENPARTNER,HC87 ROUTE 940 POCONO LAKE PA 18347- MONROE,PA
"CULBERTSON INSURANCE SERVICES, INC.",CORPORATION,CA,5500 E SANTA ANA CANYO#201,ANAHEIM,,,,,,3329585,MATTHEW FLAKE,PRESIDENT,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",5500 E SANTA ANA CANYO#201 ANAHEIM CA 92807
PHYSIO PACE INC.,CORPORATION,NAN,N STATE ST,POTTSTOWN,18840-,PA,101 TOOLAN LANE,SAYRE,18840-,3329586,PRAMOD DESHMUKH,PRESIDENT,101 TOOLAN LANE SAYRE PA 18840- BRADFORD,N STATE ST POTTSTOWN PA 19464-46
JUST-COOL-STUFF INC.,CORPORATION,PA,3105 SOCIETY PLACE,NEWTOWN,,,,,,3329587,JOSHUA FORRESTER,PRESIDENT,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",3105 SOCIETY PLACE NEWTOWN PA 18940-09
"VANTAGE - WARREN MARKETING COMPANY, LTD.",PARTNERSHIP,PA,,,16335,PA,18282 TECHNOLOGY DRIVE SUITE 202,MEADVILLE,16335,3329588,VANTAGE HEALTHCARE NETWORK INC.,GENPARTNER,18282 TECHNOLOGY DRIVE SUITE 202 MEADVILLE PA 16335 CRAWFORD,PA
PRECISION IMAGES DESIGN INC.,CORPORATION,PA,17 CHICKADEE CT,LAKEVILLE,18438,PA,17 CHICKADEE COURT,LAKEVILLE,18438,3329590,THOMAS KISZKA,PRESIDENT,17 CHICKADEE COURT LAKEVILLE PA 18438 WAYNE,17 CHICKADEE CT LAKEVILLE PA 18438-6715
AUTO UNION INC.,CORPORATION,NAN,1500 MARKET ST,PHILADELPHIA,18438,,,,,3329591,HENRICK KLAUSGAARD,PRESIDENT,1500 MARKET ST 12TH FLOOR EAST TOWER PHILA PA 19102- PHILADELPHIA,1500 MARKET ST PHILADELPHIA PA 19102-51
NORTH AMERICAN LAND CORPORATION,CORPORATION,VA,PO BOX 696,MERRIFIELD,,,,,,3329593,JOHN E FOLDS,PRESIDENT,%BUSINESS FILINGS INCORPORATED DAUPHIN (TERMINATED),PO BOX 696 MERRIFIELD VA 22116-0696
"SUSQUEHANNA VALLEY SOUND AND VIDEO, L.L.C.",LLC,NAN,,,,PA,161 BOWER ST EXT,MONTGOMERY,17752-,3329595,,,161 BOWER ST EXT MONTGOMERY PA 17752- LYCOMING,
"MACHINED METALS MANUFACTURING GROUP, INC.",CORPORATION,PA,3 BLUE HERON DR,COLLEGEVILLE,,,,,,3329596,JOSEPH E COLEN III,PRESIDENT,%CORPORATION SERVICE COMPANY DAUPHIN,3 BLUE HERON DR COLLEGEVILLE PA 19426-2057
"K521, LLC",LLC,NAN,,,,PA,411 ATWOOD ROAD,ERDENHEIM,19038-,3329597,,,411 ATWOOD ROAD ERDENHEIM PA 19038- MONTGOMERY,
NATIONWIDE RESIDENTIAL MORTGAGE CORP.,CORPORATION,NAN,140 LONGLEAT DR,NORTH WALES,19454-,PA,140 LONGLEAT DR,NORTH WALES,19454-,3329598,SUZI JANSSENS,TREASURER,140 LONGLEAT DR NORTH WALES PA 19454- MONTGOMERY,140 LONGLEAT DR NORTH WALES PA 19454-4218
"CITY STYLES, INC.",CORPORATION,NAN,741 STONEBRIDGE COURT N,HUNTINGDON,15642-,PA,741 STONEBRIDGE COURT NORTH,HUNTINGDON,15642-,3329599,MARLIN KIMBREW,PRESIDENT,741 STONEBRIDGE COURT NORTH HUNTINGDON PA 15642- WESTMORELAND,741 STONEBRIDGE COURT N HUNTINGDON PA 15642-65
"EDS MANAGEMENT, LLC",LLC,PA,,,,,,,,3329600,,,%M. BURR KEIM COMPANY PHILADELPHIA,
JD WEB GROUP,CORPORATION,NAN,,,,PA,385 AMBARD AVE # 1,PITTSBURGH,15202-,3329601,JONATHAN ISSLER,OWNER,385 AMBARD AVE # 1 PITTSBURGH PA 15202- ALLEGHENY,
"CITY STYLES, L.P.",PARTNERSHIP,NAN,,,15642-,PA,741 STONEBRIDGE COURT NORTH,HUNTINGDON,15642-,3329602,CITY STYLES INC,GENPARTNER,741 STONEBRIDGE COURT NORTH HUNTINGDON PA 15642- WESTMORELAND,PA
"POGGEMEYER DESIGN GROUP, INC.",CORPORATION,OH,,,,,,,,3329603,,,%CT CORPORATION SYSTEM DAUPHIN,
"K.C.R. ASSOCIATES, LLC",LLC,NAN,,,,PA,2643 AMANDA DR,HARRISBURG,17112,3329604,,,2643 AMANDA DR HARRISBURG PA 17112 DAUPHIN,
"EDS INVESTMENT ASSOCIATES, L.P.",PARTNERSHIP,PA,,,,,,,,3329605,EDS MANAGEMENT LLC,GENPARTNER,%M. BURR KEIM COMPANY PHILADELPHIA,PA
"FOUR SISTERS FUELS, INC.",CORPORATION,NAN,PO BOX 1144,BLUE BELL,19403-,PA,2949 FELTON RD,NORRISTOWN,19403-,3329606,SUSAN L WENGER,PRESIDENT,2949 FELTON RD NORRISTOWN PA 19403- MONTGOMERY,PO BOX 1144 BLUE BELL PA 19422-46
JTD INVESTORS,CORPORATION,NAN,,,,,15755 CARR HILLRD MEADVILLE RD,PA,16335-,3329607,RANDY EUGENE MILLER,OWNER,15755 CARR HILLRD MEADVILLE RD PA 16335- CRAWFORD,
"GLENN CARR INSURANCE AGENCY, INC.",CORPORATION,OH,6250 FAR HILLS AVE,CENTERVILLE,,,,,,3329608,LYNN CARR,PRESIDENT,%CORPORATE CREATIONS NETWORK INC. ERIE,6250 FAR HILLS AVE CENTERVILLE OH 45459
SCHULZE MANAGEMENT CORPORATION,CORPORATION,NAN,9201 CLEMATIS CT,GAITHERSBURG,17268-,PA,13 W MAIN ST STE 210,WAYNESBORO,17268-,3329609,JOHN R SCHUTZE,PRESIDENT,13 W MAIN ST STE 210 WAYNESBORO PA 17268- FRANKLIN,9201 CLEMATIS CT GAITHERSBURG MD 20882-3818
"JETDIRECT AVIATION HOLDINGS, LLC",LLC,DE,,,,,,,,3329610,,,C/O C T CORPORATION SYSTEM (TERM) PA CHESTER,
"DASA HOSPITALITY, L.P.",PARTNERSHIP,PA,2929 ARCH ST,PHILADELPHIA,19104,PA,2929 ARCH ST,PHILADELPHIA,19104,3329611,DASA MANAGEMENT LLC,GENPARTNER,2929 ARCH ST PHILADELPHIA PA 19104 PHILADELPHIA,2929 ARCH ST PHILADELPHIA PA 19104
PECKSENTERPRISING.INC.,CORPORATION,NAN,823 MAPLE AVE,PHOENIXVILLE,19460-,PA,823 MAPLE AVE,PHOENIXVILLE,19460-,3329612,STEVEN PECK,PRESIDENT,823 MAPLE AVE PHOENIXVILLE PA 19460-,823 MAPLE AVE PHOENIXVILLE PA 19460-15
MGP INVESTMENTS,PARTNERSHIP,NAN,,,,PA,238 SPRUCE ST,PHILADELPHIA,19106-,3329613,,,238 SPRUCE ST PHILADELPHIA PA 19106- PHILADELPHIA,
"HIRECOUNSEL PHILADELPHIA, LLC",LLC,DC,,,,,,,,3329614,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"COMTECH GROUP USA, INC.",CORPORATION,IL,NINE PARKWAY,NORTH SUI DEERFIELD,,,,,,3329615,SCHEDULE SEE ATTACHED,VICEPRESIDENT,"%REGISTERED AGENT SOLUTIONS, INC. DAUPHIN",NINE PARKWAY NORTH SUI DEERFIELD IL 60015
"AMBASSADOR ACQUISITION & DEVELOPMENT, LLC",LLC,PA,,,,PA,117 RIDGE RD,VALENCIA,16059-,3329616,,,117 RIDGE RD VALENCIA PA 16059- BUTLER,
MIGUPA INVESTMENTS LLC,LLC,NAN,,,,PA,238 SPRUCE ST,PHILADELPHIA,19106-,3329617,,,238 SPRUCE ST PHILADELPHIA PA 19106- PHILADELPHIA,
"SENATE ACQUISITION & DEVELOPMENT, LLC",LLC,PA,,,,PA,117 RIDGE ROAD,VALENCIA,16059-,3329618,,,117 RIDGE ROAD VALENCIA PA 16059- BUTLER,
"IT CONSULTANTS ONLINE, LLC",LLC,NAN,,,,PA,77 RUSTIC RIDGE DR,PITTSBURGH,15239-,3329619,,,77 RUSTIC RIDGE DR PITTSBURGH PA 15239- WESTMORELAND,
NMTI USA LLC,LLC,NAN,,,,PA,380 RED LION RD STE 202,HUNTINGDON VALLEY,19006-,3329621,,,380 RED LION RD STE 202 HUNTINGDON VALLEY PA 19006- MONTGOMERY,
"LEXINGTON WASTE SERVICES, LLC",LLC,NAN,,,,PA,512 NORTHAMPTON ST STE 167,EDWARDSVILLE,18704-,3329622,,,512 NORTHAMPTON ST STE 167 EDWARDSVILLE PA 18704- LUZERNE,
SMASH PROPERTIES LLC,LLC,PA,,,,PA,761 PERIWINKLE LANE,WYNNEWOOD,19096-,3329623,,,761 PERIWINKLE LANE WYNNEWOOD PA 19096- MONTGOMERY,
PALETOWN PAINTING,CORPORATION,NAN,,,,PA,196 E PALETOWN RD,QUAKERTOWN,18951-,3329625,RICHARD THOMAS FRY,OWNER,196 E PALETOWN RD QUAKERTOWN PA 18951- BUCKS,
"SMASH PROPERTIES, L.P.",PARTNERSHIP,PA,,,19096-,PA,761 PERIWINKLE LANE,WYNNEWOOD,19096-,3329626,SMASH PROPERTIES LLC,GENPARTNER,761 PERIWINKLE LANE WYNNEWOOD PA 19096- MONTGOMERY,PA
"BIAGI, CHANCE, CUMMINS, LONDON, TITZER, INC.",CORPORATION,IN,300 NW 2ND ST,EVANSVILLE,,,,,,3329627,ERIC S NUNNING,TREASURER,%CORPORATION SERVICE COMPANY DAUPHIN,300 NW 2ND ST EVANSVILLE IN 47708-1204
"BRADLEY MARKETING GROUP, INC.",CORPORATION,PA,29 GREENBRIER AVE,SELINSGROVE,17870-,PA,29 GREENBRIER AVE,SELINSGROVE,17870-,3329628,BRADLEY STROCKO,PRESIDENT,29 GREENBRIER AVE SELINSGROVE PA 17870- SNYDER,29 GREENBRIER AVE SELINSGROVE PA 17870-55
"KFH GROUP, INCORPORATED",CORPORATION,MD,4920 ELM ST,BETHESDA,,,,,,3329629,SUE F KNAPP,PRESIDENT,%CT CORPORATION SYSTEM UNKNOWN,4920 ELM ST BETHESDA MD 20814-2924
"VFOC STRAW, LLC",LLC,NAN,,,,PA,1 WEST FIRST AVE STE 400,CONSHOHOCKEN,19428-,3329630,,,1 WEST FIRST AVE STE 400 CONSHOHOCKEN PA 19428- MONTGOMERY,
WAVERTY PROPERTIES LTD.,LLC,PA,6419 BARTLETT ST,PITTSBURGH,15217,PA,6419 BARTLETT ST,PITTSBURGH,15217,3329631,JUAN MONTELIBANO,PRESIDENT,6419 BARTLETT ST PITTSBURGH PA 15217 ALLEGHENY,6419 BARTLETT ST PITTSBURGH PA 15217-02
PATINA ANTIQUES & COLLECTIBLES,CORPORATION,NAN,,,,PA,305 NORTH SECOND ST,BAINBRIDGE,17502-,3329632,DORINDA KAY LANCASTER,OWNER,305 NORTH SECOND ST BAINBRIDGE PA 17502- LANCASTER,
"KLC INVESTMENTS, LLC",LLC,PA,,,,PA,"500 CREEKSIDE DRIVE, SUITE 501",POTTSTOWN,19464,3329633,,,"500 CREEKSIDE DRIVE, SUITE 501 POTTSTOWN PA 19464 MONTGOMERY",
"URBAN EDGE DEVELOPMENT GROUP, LLC",LLC,NAN,,,,PA,3108 DOVECOTE DR,QUAKERTOWN,18951-,3329635,,,3108 DOVECOTE DR QUAKERTOWN PA 18951- BUCKS,
"LEIGHTON O'BRIEN, INC.",CORPORATION,TX,5403 GRANTMONT DRIVE,ARLINGTON,,,,,,3329637,REED LEIGHTON,PRESIDENT,"C/O PENNCORPSERVICES GROUP, INC (TERM) PA - DAUPHIN",5403 GRANTMONT DRIVE ARLINGTON TX 76016
"NSR REALTY, LLC",LLC,NAN,,,,PA,702 PEACHTREE DR,WEST CHESTER,19380-,3329638,,,702 PEACHTREE DR WEST CHESTER PA 19380- CHESTER,
"POTTSTOWN REALTY ASSOCIATES, LLC",LLC,NAN,,,,PA,675 STATE AVE,EMMAUS,18049-,3329639,,,675 STATE AVE EMMAUS PA 18049- LEHIGH,
LOTUS TRADE LLC,LLC,NAN,,,,PA,433 GREEN HILL LANE,BERWYN,19312-,3329640,,,433 GREEN HILL LANE BERWYN PA 19312- CHESTER,
TNA LLC,LLC,PA,,,,,,,,3329641,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"PHOENIX GEOENVIRONMENTAL, LLC",LLC,NAN,,,,PA,73 WHETHERSFIELD CIRCLE,TELFORD,18969-1870,3329642,,,73 WHETHERSFIELD CIRCLE TELFORD PA 18969-1870 BUCKS,
FUN AND FUNCTION LLC,LLC,NAN,,,,PA,737 MONTGOMERY AVE.,NARBERTH,19072,3329643,,,737 MONTGOMERY AVE. NARBERTH PA 19072 MONTGOMERY,
COUNTY MEDICAL SOCIETY STAFFING,PARTNERSHIP,TX,,,15212-,PA,713 RIDGE AVE,PITTSBURGH,15212-,3329644,PWD MANAGEMENT INC,GENPARTNER,713 RIDGE AVE PITTSBURGH PA 15212- ALLEGHENY,PA
ECLECTIC ADVENTURES L.L.C.,LLC,NAN,,,,PA,720 LANCASTER AVE,BERWYN,19355-,3329646,,,720 LANCASTER AVE BERWYN PA 19355- CHESTER,
SAEE ENTERPRISES,CORPORATION,NAN,,,,PA,412 MILLER RD,SINKING SPRING,19608-,3329647,SHARON A EVANS,OWNER,412 MILLER RD SINKING SPRING PA 19608- BERKS,
REMMAK'S CAR CORNER LLC,LLC,NAN,,,,PA,375 HAZLE ST,WILKES-BARRE,18702-,3329650,,,375 HAZLE ST WILKES-BARRE PA 18702- LUZERNE,
FAMILY LENDING SOLUTIONS LIMITED LIABILITY COMPANY,LLC,NAN,,,,PA,112 TIMBER LANE,HANOVER,17331-,3329651,,,112 TIMBER LANE HANOVER PA 17331- YORK,
BLACK ARMY CLOTHING LLC,LLC,PA,,,,PA,5045 IRVING ST,PHILA,19139-,3329652,,,5045 IRVING ST PHILA PA 19139- PHILADELPHIA,
SWEETS AND THE CITY,CORPORATION,NAN,,,,PA,102 ST JOHN'S CHURCH RD,CAMP HILL,17011-,3329653,SARAH YERGER,OWNER,102 ST JOHN'S CHURCH RD CAMP HILL PA 17011- CUMBERLAND,
DOYLE PARTNERSHIP LLC,LLC,CT,,,,PA,1600 JFK BLVD,PHILA,19103-,3329654,,,1600 JFK BLVD PHILA PA 19103- PHILADELPHIA,
EDV LLC,LLC,NAN,,,,,,,,3329655,,,C/O NATIONAL REGISTERED AGENTS INC PA - DAUPHIN,
"LEGENDS OPTICAL 4.0, LTD",PARTNERSHIP,TX,,,17267-,PA,3521 GREAT COVE RD,WARFORDSBURG,17267-,3329657,BENEDICT OPTICAL GP INC,GENPARTNER,3521 GREAT COVE RD WARFORDSBURG PA 17267- FULTON,PA
WT CARPET CLEANING,CORPORATION,NAN,,,,PA,1341 PEPPERMINT RD,COOPERSBURG,18036-,3329658,WILLIAM MICHAEL TEGYL,OWNER,1341 PEPPERMINT RD COOPERSBURG PA 18036- BUCKS,
"BERKSHIRE BOTTLING WORKS, LLC",LLC,PA,,,,PA,1100 BERKSHIRE BOULEVRAD STE 101,WYOMISSING,19610-,3329659,,,1100 BERKSHIRE BOULEVRAD STE 101 WYOMISSING PA 19610- BERKS,
"PERRY A , LLC",LLC,PA,,,,PA,889 RIVER ROAD,ERWINNA,18920-,3329661,,,889 RIVER ROAD ERWINNA PA 18920- BUCKS,
"BLACKHAWK HOLDINGS, LLC",LLC,PA,,,,,,,,3329662,,,%HIQ CORPORATE SERVICES INC (TERM) PA - DAUPHIN,
D. HOWELL DEVELOPMENT LLC,LLC,PA,,,,PA,1250 WRIGHT'S LANE,WEST CHESTER,19382,3329663,,,1250 WRIGHT'S LANE WEST CHESTER PA 19382 CHESTER,
"ANDROU PROPERTY HOLDINGS, LTD.",LLC,NAN,,,,PA,5139 VERMONT DRIVE,EASTON,18045-,3329664,,,5139 VERMONT DRIVE EASTON PA 18045- NORTHAMPTON,
"DCJ PROPERTIES, LLC",LLC,NAN,,,,PA,1061 KASMIR AVE,BENSALEM,19020-,3329665,,,1061 KASMIR AVE BENSALEM PA 19020- BUCKS,
"P2 ENTERPRISES, LLC",LLC,NAN,,,,PA,816 E BALTIMORE PIKE,KENNETT SQUARE,19348-,3329666,,,816 E BALTIMORE PIKE KENNETT SQUARE PA 19348- CHESTER,
"PHYSICIANS CARE, LLC",LLC,PA,,,,PA,416 OLD LANCASTER ROAD,BERWYN,19312-,3329667,,,416 OLD LANCASTER ROAD BERWYN PA 19312- CHESTER,
