name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
D. TAYLOR INVESTMENTS LLC,LLC,PA,,,,PA,2421 EAST CLEARFIELD STREET,PHILADELPHIA,19134,3946124,,,2421 EAST CLEARFIELD STREET PHILADELPHIA PA 19134 PHILADELPHIA,
THE DECK DOC COMPANY,LLC,PA,,,,PA,32 BEAVER RUN DR,QUAKERTOWN,18951,3946125,,,32 BEAVER RUN DR QUAKERTOWN PA 18951 BUCKS,
"PEACE LIKE A RIVER, LLC",LLC,PA,,,,PA,1524 BROOKHAVEN ROAD,WYNNEWOOD,19096,3946126,,,1524 BROOKHAVEN ROAD WYNNEWOOD PA 19096 MONTGOMERY,
"NICK'S ICES AND ICE CREAM, LLC",LLC,PA,,,,PA,631 HERMITAGE STREET,PHILADELPHIA,19128,3946127,,,631 HERMITAGE STREET PHILADELPHIA PA 19128 PHILADELPHIA,
SOUTHERN CONNECTION LLC,LLC,PA,,,,,,,,3946128,,,"%UNITED STATES CORPORATION AGENTS, INC. DELAWARE",
"DT PROPERTIES, LLC",LLC,PA,,,,PA,1733 CANDLE LANE,YORK,17404,3946129,,,1733 CANDLE LANE YORK PA 17404 YORK,
"AQUA-MATIC POOLS, LLC",LLC,PA,,,,PA,28 HIGHLAND DR,FLEETWOOD,19522,3946130,,,28 HIGHLAND DR FLEETWOOD PA 19522 BERKS,
"DAZLE HAIR SALON, LLC",LLC,PA,,,,PA,"300 S. MAIN STREET, UNIT C",TELFORD,18969,3946131,,,"300 S. MAIN STREET, UNIT C TELFORD PA 18969",
JAYBEE2 LLC,LLC,PA,,,,PA,"2636 EMMITSBURG RD., UNIT 57",GETTYSBURG,17325,3946132,,,"2636 EMMITSBURG RD., UNIT 57 GETTYSBURG PA 17325 ADAMS",
HI LIFE DINER LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,4890 CARLISLE PIKE,MECHANICSBURG,17050,3946133,,,4890 CARLISLE PIKE MECHANICSBURG PA 17050 CUMBERLAND,
"SELECT SALES ASSOCIATES, LLC",LLC,PA,,,,PA,1655 LIMERICK LANE,DRECSHER,19025,3946134,,,1655 LIMERICK LANE DRECSHER PA 19025 MONTGOMERY,
RICHBAR INVESTORS LLC,LLC,PA,,,,,,,,3946135,,,"%KERR LAW ASSOCIATES, P.C. PHILADELPHIA",
"BUMPER GENIE, LLC",LLC,PA,,,,PA,2100 ASH LANE,LAFAYETTE HILL,19444,3946136,,,2100 ASH LANE LAFAYETTE HILL PA 19444 MONTGOMERY,
POWER SUPPLY HOLDINGS LLC,LLC,PA,,,,,,,,3946137,,,%M. BURR KEIM COMPANY PHILADELPHIA,
"CCR GENERAL CONTRACTING, LLC",LLC,PA,,,,PA,248 AVENUE A,DOYLESTOWN,18901,3946138,,,248 AVENUE A DOYLESTOWN PA 18901 BUCKS,
"ECKERT MOTORSPORTS, LLC",LLC,PA,,,,PA,1761 2ND AVE,YORK,17403,3946139,,,1761 2ND AVE YORK PA 17403 YORK,
"J & A TRANSPORTATION SERVICES, LLC",LLC,PA,,,,PA,328 NOBLE ST,READING,19611,3946140,,,328 NOBLE ST READING PA 19611 BERKS,
"NORTH BY BERKS, LLC",LLC,PA,,,,PA,650 SENTRY PARK,BLUE BELL,19422,3946141,,,650 SENTRY PARK BLUE BELL PA 19422 MONTGOMERY,
STELLAR ALLSTAR CHEERLEADING ACADEMY LLC,LLC,PA,,,,PA,718 CLOVER LANE,PLYMOUTH MEETING,19462,3946142,,,718 CLOVER LANE PLYMOUTH MEETING PA 19462 MONTGOMERY,
714 MEN'S BOUTIQUE LLC,LLC,PA,,,,PA,2169 FRANKLIN AVENUE,MORTON,19070,3946143,,,2169 FRANKLIN AVENUE MORTON PA 19070 DELAWARE,
MCCALL PLUMBING LLC,LLC,PA,,,,PA,58 KUNTZ STREET,NATRONA HEIGHTS,15065,3946144,,,58 KUNTZ STREET NATRONA HEIGHTS PA 15065 ALLEGHENY,
"LINWOOD PIZZA, LLC",LLC,PA,,,,PA,1599 CHICHESTER AVENUE,LINWOOD,19061,3946145,,,1599 CHICHESTER AVENUE LINWOOD PA 19061 DELAWARE,
"BUSKIRK ENTERPRISES, LLC",LLC,PA,,,,PA,339 SCHOOL ST,CATASAUQUA,18032,3946147,,,339 SCHOOL ST CATASAUQUA PA 18032 LEHIGH,
"FEATHER RIDGE, LLC",LLC,PA,,,,PA,7431 BARGAIN RD,ERIE,16509,3946148,,,7431 BARGAIN RD ERIE PA 16509 ERIE,
"BX CHASER, LLC",LLC,PA,,,,PA,2 DOVE LANE,TANNERSVILLE,18372-9071,3946149,,,2 DOVE LANE TANNERSVILLE PA 18372-9071 MONROE,
ABRIGHTOMORROW LLC,LLC,PA,,,,PA,1133 BLUE JAY DRIVE,PITTSBURGH,15243,3946150,,,1133 BLUE JAY DRIVE PITTSBURGH PA 15243 ALLEGHENY,
BLUE MOUNTAIN FOREST PRODUCTS LLC,LLC,PA,,,,PA,3701 ROXBURY ROAD,SHIPPENSBURG,17257,3946151,,,3701 ROXBURY ROAD SHIPPENSBURG PA 17257 FRANKLIN,
"IM GROUP, INC.",CORPORATION,PA,,,,PA,418 MAIN STREET,HARLEYSVILLE,19438,3946152,,,418 MAIN STREET HARLEYSVILLE PA 19438 MONTGOMERY,
KENNETH CAIRNS LLC,LLC,PA,,,,,,,,3946153,,,"%UNITED STATES CORPORATION AGENTS, INC. DELAWARE",
ZERBE'S SNACK FOODS LLC,LLC,PA,,,,PA,123 WITMER ROAD,LANCASTER,17602,3946155,,,123 WITMER ROAD LANCASTER PA 17602 LANCASTER,
"TENDENZA, LLC",LLC,PA,,,,PA,969 N 2ND STREET,PHILADELPHIA,19123,3946156,,,969 N 2ND STREET PHILADELPHIA PA 19123 PHILADELPHIA,
"MADISON STREET PRODUCTIONS, LLC",LLC,PA,,,,,,,,3946157,,,"%VCORP SERVICES, LLC LACKAWANNA",
"HIGHPOINT LASER AND COSMETIC CENTER, LLC",LLC,PA,,,,PA,2070 COUNTY LINE ROAD,HUNTINGDON VALLEY,19006,3946158,,,2070 COUNTY LINE ROAD HUNTINGDON VALLEY PA 19006 MONTGOMERY,
SALETON INTERNATIONAL LLC,LLC,PA,,,,PA,3045 HOLME AVENUE,PHILADELPHIA,19136,3946159,,,3045 HOLME AVENUE PHILADELPHIA PA 19136 DELAWARE,
VARNER'S GARAGE LLC,LLC,PA,,,,PA,32413 ROUTE 35N,MCALISTERVILLE,17049,3946160,,,32413 ROUTE 35N MCALISTERVILLE PA 17049 JUNIATA,
KATHLEEN MESKE LLC,LLC,PA,,,,PA,56 BURNING BUSH LANE,LEVITTOWN,19054,3946161,,,56 BURNING BUSH LANE LEVITTOWN PA 19054 BUCKS,
"449 WEST WALNUT STREET, LLC",LLC,PA,,,,PA,110 FRENCH CREEK ROAD,POTTSTOWN,19965,3946162,,,110 FRENCH CREEK ROAD POTTSTOWN PA 19965 CHESTER,
"RESTAURANT SYSTEMS AND SOLUTIONS, LLC",LLC,PA,,,,,,,,3946163,,,"%UNITED STATES CORPORATION AGENTS, INC. DELAWARE",
"BETHLEHEM CONSULTING GROUP, LLC",LLC,PA,,,,PA,4075 TURNER STREET,BETHLEHEM,18020,3946164,,,4075 TURNER STREET BETHLEHEM PA 18020 NORTHAMPTON,
"355 CHESTNUT STREET, LLC",LLC,PA,,,,PA,110 FRENCH CREEK ROAD,POTTSTOWN,19965,3946165,,,110 FRENCH CREEK ROAD POTTSTOWN PA 19965,
SPORTS GOOMBAHS LLC,LLC,PA,,,,,,,,3946166,,,"%UNITED STATES CORPORATION AGENTS, INC. DELAWARE",
FILACON LLC,LLC,PA,,,,PA,3472 QUEEN LANE,PHILADELPHIA,19129,3946167,,,3472 QUEEN LANE PHILADELPHIA PA 19129 PHILADELPHIA,
BLIND SQUIRREL APPAREL LLC,LLC,PA,,,,PA,924 SOUTH HILLS BLVD,POTTSTOWN,19464,3946168,,,924 SOUTH HILLS BLVD POTTSTOWN PA 19464 MONTGOMERY,
"PETERS CONSTRUCTION SERVICES, LLC",LLC,PA,,,,PA,RR 3 BOX 300,DALTON,18414,3946169,,,RR 3 BOX 300 DALTON PA 18414 LACKAWANNA,
"ORION DEVELOPMENT RA LXVIII, LLC",LLC,PA,,,,PA,6 SOUTH MAIN STREET SUITE 600,WASHINGTON,15301,3946170,,,6 SOUTH MAIN STREET SUITE 600 WASHINGTON PA 15301 WASHINGTON,
K L DEMOLITION AND SALVAGE LLC,LLC,PA,,,,PA,351 NYNA LANE,BELLEFONTE,16823,3946171,,,351 NYNA LANE BELLEFONTE PA 16823 CENTRE,
"MG FUN BOUNCE, LLC",LLC,PA,,,,PA,701 PARKWAY BLVD,BROOMALL,19008,3946172,,,701 PARKWAY BLVD BROOMALL PA 19008 DELAWARE,
PHYNDUS LLC,LLC,PA,,,,PA,505 GALLAGHER ROAD,TOBYHANNA,18466,3946173,,,505 GALLAGHER ROAD TOBYHANNA PA 18466 MONROE,
DIXON REAL ESTATE LLC,LLC,PA,,,,,,,,3946174,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"TEN FOX SALON, LLC",LLC,PA,,,,PA,109 PAPPY'S LANE,GREENSBURG,15601,3946175,,,109 PAPPY'S LANE GREENSBURG PA 15601 WESTMORELAND,
"AMSTAR SOLUTIONS, LLC",LLC,PA,,,,PA,111 FREEPORT ROAD,PITTSBURGH,15215,3946176,,,111 FREEPORT ROAD PITTSBURGH PA 15215 ALLEGHENY,
HACKMAN BROKERAGE LLC,LLC,PA,,,,PA,135 MICHTERS RD.,NEWMANSTOWN,17073,3946177,,,135 MICHTERS RD. NEWMANSTOWN PA 17073 LEBANON,
"R AND L CONSULTANTS, LLC",LLC,PA,,,,PA,3922 WOODVALE ROAD,HARRISBURG,17109,3946178,,,3922 WOODVALE ROAD HARRISBURG PA 17109 DAUPHIN,
"M & S DESIGN, LLC",LLC,PA,,,,PA,17636 INLET ROAD,CONNEAUTVILLE,16406,3946179,,,17636 INLET ROAD CONNEAUTVILLE PA 16406 CRAWFORD,
"ACCRETION PARTNERS, LLC",LLC,PA,,,,PA,1201 WEST SWEDESFORD ROAD SUITE 301,BERWYN,19312,3946180,,,1201 WEST SWEDESFORD ROAD SUITE 301 BERWYN PA 19312 CHESTER,
LONG BALL CAPITAL LLC,LLC,PA,,,,PA,323 TORY TURN,WAYNE,19087,3946181,,,323 TORY TURN WAYNE PA 19087 DELAWARE,
"WILLIE C'S BBQ, LLC",LLC,PA,,,,PA,10 EAGLETON DR,JACOBUS,17404,3946182,,,10 EAGLETON DR JACOBUS PA 17404 YORK,
"CANYON COUNTRY REALTY, LLC",LLC,PA,,,,PA,235 CHERRY FLATS RD,WELLSBORO,16901,3946183,,,235 CHERRY FLATS RD WELLSBORO PA 16901 TIOGA,
"MORREALE PROPERTIES GP, LLC",LLC,PA,,,,PA,890 BUTLER STREET,PITTSBURGH,15223,3946184,,,890 BUTLER STREET PITTSBURGH PA 15223 ALLEGHENY,
KRONAN L.L.C.,LLC,PA,,,,PA,3939 SIDNEY ROAD,HUNTINGDON VALLEY,19006,3946185,,,3939 SIDNEY ROAD HUNTINGDON VALLEY PA 19006 MONTGOMERY,
"MORTORFF CONSTRUCTION, LLC",LLC,PA,,,,PA,68 CREST HILL LANE,RED LION,17356,3946186,,,68 CREST HILL LANE RED LION PA 17356 YORK,
"CHRISTINA'S, LLC",LLC,PA,,,,PA,1785 BALTIMORE ST SUITE B,HANOVER,17331,3946187,,,1785 BALTIMORE ST SUITE B HANOVER PA 17331 YORK,
"CARROLLTON GROVE PARTNERS, LLC",LLC,PA,,,,PA,1616 LANCASTER AVENUE,PAOLI,19301,3946188,,,1616 LANCASTER AVENUE PAOLI PA 19301 CHESTER,
"LAISLA MEXICAN GRILLE OF MERCER, LLC",LLC,PA,,,,PA,115 N. DIAMOND ST.,MERCER,16137,3946189,,,115 N. DIAMOND ST. MERCER PA 16137 MERCER,
BOARDERS ENTERPRISES LLC,LLC,PA,,,,PA,15 WOOBINE CT.,NEWTOWN,18940,3946190,,,15 WOOBINE CT. NEWTOWN PA 18940 BUCKS,
"PUSH EVENT PRODUCTIONS LLC, PEPLLC",LLC,PA,,,,PA,5000 WOODBINE AVE,PHILADELPHIA,19131,3946191,,,5000 WOODBINE AVE PHILADELPHIA PA 19131 PHILADELPHIA,
AJA SVCS LLC,LLC,PA,,,,PA,RR2 BOX 2034A,STROUDSBURG,18360,3946192,,,RR2 BOX 2034A STROUDSBURG PA 18360 MONROE,
BENTON COINS & JEWELRY LLC,LLC,PA,,,,PA,100 MAIN STREET,BENTON,17814,3946193,,,100 MAIN STREET BENTON PA 17814 COLUMBIA,
"ORION DEVELOPMENT RA LXVII, LLC",LLC,PA,,,,PA,"6 SOUTH MAIN STREET, SUITE 600",WASHINGTON,15301,3946194,,,"6 SOUTH MAIN STREET, SUITE 600 WASHINGTON PA 15301 WASHINGTON",
"CN SOLUTIONS, LLC",LLC,PA,,,,PA,3396 INDUSTRIAL BOULEVARD SUITE C,BETHEL PARK,15102,3946195,,,3396 INDUSTRIAL BOULEVARD SUITE C BETHEL PARK PA 15102 ALLEGHENY,
"SUGAR SUGAR, LLC",LLC,PA,,,,PA,35 STEMPLE STREET,EAST STROUDSBURG,18301,3946196,,,35 STEMPLE STREET EAST STROUDSBURG PA 18301 MONROE,
"414 WEST WALNUT STREET, LLC",LLC,PA,,,,PA,110 FRENCH CREEK ROAD,POTTSTOWN,19965,3946197,,,110 FRENCH CREEK ROAD POTTSTOWN PA 19965 CHESTER,
TERRELL & DAUGHTER PROPERTIES LLC,LLC,PA,,,,PA,4 WEST HARMON DRIVE,CARLISLE,17015,3946198,,,4 WEST HARMON DRIVE CARLISLE PA 17015 CUMBERLAND,
DKM STAFFING SOLUTIONS LLC,LLC,PA,,,,PA,"200 WEST ELM STREET, SUITE 1436",CONSHOHOCKEN,19428,3946199,,,"200 WEST ELM STREET, SUITE 1436 CONSHOHOCKEN PA 19428 MONTGOMERY",
"C. POST & COMPANY, LLC",LLC,PA,,,,PA,447 E. GARRISON STREET,BETHLEHEM,18018,3946200,,,447 E. GARRISON STREET BETHLEHEM PA 18018 NORTHAMPTON,
LOCAL GHOST PRESENTS L.L.C,LLC,PA,,,,PA,2 HAMPTON DR.,LANGHORNE,19047,3946201,,,2 HAMPTON DR. LANGHORNE PA 19047 BUCKS,
BEST CHOICE USA LLC,LLC,PA,,,,PA,930 WASHINGTON AVENUE,PHILADELPHIA,19147,3946202,,,930 WASHINGTON AVENUE PHILADELPHIA PA 19147 PHILADELPHIA,
DIVERSIFIED PROVISIONS LLC,LLC,PA,,,,PA,RR 2 / BOX 218-A,DINGMANS FERRY,18328,3946203,,,RR 2 / BOX 218-A DINGMANS FERRY PA 18328 PIKE,
"RIVERCREST LIMITED, LLC",LLC,PA,,,,PA,201 THREE RIVERS COURT,BERWYN,19312,3946204,,,201 THREE RIVERS COURT BERWYN PA 19312 CHESTER,
"DB CONSULTANT SERVICES, LLC",LLC,PA,,,,PA,185 CAMELOT ARMS,YORK,17406,3946205,,,185 CAMELOT ARMS YORK PA 17406 YORK,
"SUMA SAI, LLC",LLC,PA,,,,PA,5800 HENRY AVENUE,PHILADELPHIA,19128,3946208,,,5800 HENRY AVENUE PHILADELPHIA PA 19128 PHILADELPHIA,
"COCO HOLDINGS GROUP, LLC COMPANY",LLC,DE,,,,PA,806 LINDA LANE,PITTSBURGH,15243,3946209,,,806 LINDA LANE PITTSBURGH PA 15243 ALLEGHENY,
"MS. DANA'S HOME CARE FOR CHILDREN, LIMITED LIABILITY COMPANY (LLC)",LLC,PA,,,,PA,2537 WEST LEHIGH AVE,PHILADELPHIA,19132,3946210,,,2537 WEST LEHIGH AVE PHILADELPHIA PA 19132 PHILADELPHIA,
MAVERICK INSURANCE LLC,LLC,IN,,,,,,,,3946211,,,%CT CORPORATION SYSTEM DAUPHIN,
URBAN FOX STUDIO,CORPORATION,PA,1103 SOUTH HOWARD STREET,ALLENTOWN,18103,PA,747 PITTSTON STREET,ALLENTOWN,18103,3946212,ROBERT ELTZ,OWNER,747 PITTSTON STREET ALLENTOWN PA 18103 LEHIGH,1103 SOUTH HOWARD STREET ALLENTOWN PA 18103
"TRIANGLE, LLC",LLC,PA,,,,PA,106 SOUTH FRONT STREET APT 4C,PHILADELPHIA,19106,3946214,,,106 SOUTH FRONT STREET APT 4C PHILADELPHIA PA 19106 PHILADELPHIA,
"TRC PIPELINE SERVICES, LLC",LLC,DE,,,,,,,,3946215,,,%CT CORPORATION SYSTEM DAUPHIN,
TARA CONTRACTORS LLC,LLC,NJ,,,,PA,1 MAKEFIELD RD APT J401,MORRISVILLE,19067,3946216,,,1 MAKEFIELD RD APT J401 MORRISVILLE PA 19067 BUCKS,
"DPN USA, LLC",LLC,FL,,,,,,,,3946217,,,%CORPORATION SERVICE COMPANY DAUPHIN,
ALL ABOUT YOU UNISEX SALON,CORPORATION,PA,719 PUMPING STATION ROAD,HANOVER,17331,PA,1116 BALTIMORE STREET,HANOVER,17331,3946218,KATHERINE HARRINGTON,OWNER,1116 BALTIMORE STREET HANOVER PA 17331 YORK,719 PUMPING STATION ROAD HANOVER PA 17331
"MEDALLION WEALTH ADVISORS, LLC",LLC,DE,,,,PA,1235 WESTLAKE DR SUITE 160,BERWYN,19312,3946220,,,1235 WESTLAKE DR SUITE 160 BERWYN PA 19312 CHESTER,
OTB ACQUISITION LLC,LLC,DE,,,,,,,,3946221,,,%CT CORPORATION SYSTEM DAUPHIN,
"ESMARK BUSINESS SERVICES, LLC",LLC,DE,,,,PA,590 BEAVER STREET,SEWICKLEY,15143,3946223,,,590 BEAVER STREET SEWICKLEY PA 15143 ALLEGHENY,
"SUBCOM, LLC",LLC,DE,,,,,,,,3946224,,,%CORPORATION SERVICE COMPANY DAUPHIN,
GREEN STREET BODY SHOP,CORPORATION,PA,17685 CUMBERLAND HIGHWAY,NEWBURG,17241,PA,4-6 WEST GREEN STREET,NEWVILLE,17241,3946225,"CALVIN W. ROTH, JR.",OWNER,4-6 WEST GREEN STREET NEWVILLE PA 17241 CUMBERLAND,17685 CUMBERLAND HIGHWAY NEWBURG PA 17240
STEAMMASTERS CARPET AND TILE CARE,CORPORATION,PA,108 ROSECREST DR,PITTSBURGH,15229,PA,108 ROSECREST DR,PITTSBURGH,15229,3946226,TIMOTHY R SULLIVAN,OWNER,108 ROSECREST DR PITTSBURGH PA 15229 ALLEGHENY,108 ROSECREST DR PITTSBURGH PA 15229
DB WOODWORKS & RENOVATIONS,CORPORATION,PA,742,NEW HOLLAND,17557,PA,742,NEW HOLLAND,17557,3946227,DARRELL E BRUCKER,OWNER,742 NEW HOLLAND ROAD NEW HOLLAND PA 17557 LANCASTER,742 NEW HOLLAND ROAD NEW HOLLAND PA 17557
"FITNESS 19 PA 246, LLC",CORPORATION,PA,"1300 HOFFMAN BLVD, SUITE A",WEST MIFFLIN,15122,PA,"1300 HOFFMAN BLVD, SUITE A",WEST MIFFLIN,15122,3946228,"FITNESS HOLDINGS, LLC",OWNER,"1300 HOFFMAN BLVD, SUITE A WEST MIFFLIN PA 15122 ALLEGHENY","1300 HOFFMAN BLVD, SUITE A WEST MIFFLIN PA 15122"
MR. NEXT YEAR,CORPORATION,PA,145 CRAIG DRIVE,GREENSBURG,15601,PA,145 CRAIG DRIVE,GREENSBURG,15601,3946229,EVAN GEORGE,OWNER,145 CRAIG DRIVE GREENSBURG PA 15601 WESTMORELAND,145 CRAIG DRIVE GREENSBURG PA 15601
TREBLOT PROPERTY MAINTENANCE,CORPORATION,PA,237 CUMBERLAND RD,CAMP HILL,17011,PA,237 CUMBERLAND RD,CAMP HILL,17011,3946230,LIESA TOLBERT,OWNER,237 CUMBERLAND RD CAMP HILL PA 17011 CUMBERLAND,237 CUMBERLAND RD CAMP HILL PA 17011
LIVE GREEN,CORPORATION,PA,117 S WEST END AVE,LANCASTER,17608,PA,117 S WEST END AVE,LANCASTER,17608,3946231,LANCASTER COUNTY CONSERVANCY,OWNER,117 S WEST END AVE LANCASTER PA 17608 LANCASTER,117 S WEST END AVE LANCASTER PA 17608-0716
SUNNY LANDSCAPING,CORPORATION,PA,6 HARRIS STREET,WEST NEWTON,15089,PA,6 HARRIS STREET,WEST NEWTON,15089,3946232,ZACHARY BRAGG,OWNER,6 HARRIS STREET WEST NEWTON PA 15089 WESTMORELAND,6 HARRIS STREET WEST NEWTON PA 15089
RHINESTONE COWDEEVAS BOOTIELICIOUS BOUTIQUE,CORPORATION,PA,7789 MANADA CREEK DRIVE,HARRISBURG,17112,PA,7789 MANADA CREEK DRIVE,HARRISBURG,17112,3946233,JANEEN DAWN GOODRICH,OWNER,7789 MANADA CREEK DRIVE HARRISBURG PA 17112 DAUPHIN,7789 MANADA CREEK DRIVE HARRISBURG PA 17112
A SHARED DREAM CHILDCARE CENTER,CORPORATION,PA,1329 WELLS ST,PHILADELPHIA,19149,PA,6900 REVERE STREET,PHILADELPHIA,19149,3946234,MARCESHIA SHEREEN AKINES,OWNER,6900 REVERE STREET PHILADELPHIA PA 19149 PHILADELPHIA,1329 WELLS ST PHILADELPHIA PA 19019
METNUA,CORPORATION,PA,1416 YORKTOWN DRIVE,LAWRENCE,16226,PA,1004 LOGAN AVENUE,FORD CITY,16226,3946235,MICHELLE BALIONIS,OWNER,1004 LOGAN AVENUE FORD CITY PA 16226 ARMSTRONG,1416 YORKTOWN DRIVE LAWRENCE PA 15055
JOHNSTON FURNITURE STORE,CORPORATION,PA,118 PHILLIBER LANE,PUNXSUTAWNEY,15767,PA,450 NORTH FINDLEY STREET,PUNXSUTAWNEY,15767,3946236,JAY PHILLIBER,OWNER,450 NORTH FINDLEY STREET PUNXSUTAWNEY PA 15767 JEFFERSON,118 PHILLIBER LANE PUNXSUTAWNEY PA 15767
COUNTRY VIEW SALON,CORPORATION,PA,2814 ALLISON RD,QUAKERTOWN,18951,PA,2814 ALLISON RD,QUAKERTOWN,18951,3946237,JESSICA GEISSINGER,OWNER,2814 ALLISON RD QUAKERTOWN PA 18951 BUCKS,2814 ALLISON RD QUAKERTOWN PA 18951
HURRICANE DRAIN,CORPORATION,PA,37 REEL STREET,COATESVILLE,19320,PA,37 REEL STREET,COATESVILLE,19320,3946238,"SEPTIC SERVICES, INC.",OWNER,37 REEL STREET COATESVILLE PA 19320 CHESTER,37 REEL STREET COATESVILLE PA 19320
JAKI'S JAZZY GIFT BASKETS,CORPORATION,PA,104 ASPEN DRIVE,BEAVER,15009,PA,104 ASPEN DRIVE,BEAVER,15009,3946239,JACQUELINE YOUNG-GRIFFIN,OWNER,104 ASPEN DRIVE BEAVER PA 15009 BEAVER,104 ASPEN DRIVE BEAVER PA 15009
AUTHENTIC STATEMENTS,CORPORATION,PA,1247 SOUTH 46TH ST,PHILADELPHIA,19131,PA,1247 S. 46TH ST. PO BOX 15536,PHILADELPHIA,19131,3946240,MAJAAHID A SHAKIR-SMITH,OWNER,1247 S. 46TH ST. PO BOX 15536 PHILADELPHIA PA 19131 PHILADELPHIA,1247 SOUTH 46TH ST PHILADELPHIA PA 19131
ALICIA RAMOS ENT.,CORPORATION,PA,2828 N WATERLOO STREET,PHILADELPHIA,19133,PA,2828 N WATERLOO STREET,PHILADELPHIA,19133,3946241,ALICIA RAMOS,OWNER,2828 N WATERLOO STREET PHILADELPHIA PA 19133 PHILADELPHIA,2828 N WATERLOO STREET PHILADELPHIA PA 19133
BRITE DRY CLEANERS,CORPORATION,PA,A-287 RAVEN CIRCLE,CANDEN-WYOMING,19023,PA,14-20 MACDADE BLVD,COLLINGDALE,19023,3946242,YONG W LEE,OWNER,14-20 MACDADE BLVD COLLINGDALE PA 19023 DELAWARE,A-287 RAVEN CIRCLE CANDEN-WYOMING DE 19934
MIGUEL A. LBOY ENT.,CORPORATION,PA,3822 N 6TH ST UNIT 3,PHILADELPHIA,19140,PA,3822 N 6TH ST UNIT 3,PHILADELPHIA,19140,3946243,MIGUEL LBOY,OWNER,3822 N 6TH ST UNIT 3 PHILADELPHIA PA 19140 PHILADELPHIA,3822 N 6TH ST UNIT 3 PHILADELPHIA PA 19140
RAIL TRAIL TAVERN,CORPORATION,PA,1491 PLEASANT ACRES ROAD,YORK,17327,PA,6 VALLEY,ST GLEN ROCK,17327,3946245,LISA S LOOKS,OWNER,6 VALLEY ST GLEN ROCK PA 17327 YORK,1491 PLEASANT ACRES ROAD YORK PA 17402
CHRISTINA'S DESSERTS & COFFEE,CORPORATION,PA,1785 BALTIMORE ST SUITE B,HANOVER,17331,PA,1785 BALTIMORE ST SUITE B,HANOVER,17331,3946246,"CHRISTINA'S, LLC",OWNER,1785 BALTIMORE ST SUITE B HANOVER PA 17331 YORK,1785 BALTIMORE ST SUITE B HANOVER PA 17331
REAL DESIGN STYLE,CORPORATION,PA,3205 JODI LANE,DOVER,17315,PA,3205 JODI LANE,DOVER,17315,3946247,KARIN ROTH,OWNER,3205 JODI LANE DOVER PA 17315 YORK,3205 JODI LANE DOVER PA 17315
