name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
B & B GENERAL CONTRACTING 1,CORPORATION,PA,115 WHISPERING WILLOW LN,BEDFORD,15522,PA,198 WOLFSBURG ROAD,BEDFORD,15522,4192816,MARTIN BISH,OWNER,198 WOLFSBURG ROAD BEDFORD PA 15522 BEDFORD,115 WHISPERING WILLOW LN BEDFORD PA 15522
"SMITHGROUP, INC., A MICHIGAN CORPORATION",CORPORATION,PA,% CT CORPORATION,SYSTEM,48226,MI,500 GRISWOLD STREET #1700,DETROIT,48226,4192817,"SMITHGROUPJJR, INC.",OWNER,500 GRISWOLD STREET #1700 DETROIT MI 48226 WAYNE,% CT CORPORATION SYSTEM PA
WALEED GUIRGUIS,CORPORATION,PA,164 PARK AVENEU APT #412,QUAKERTOWN,18951,PA,164 PARK AVENEU APT #412,QUAKERTOWN,18951,4192818,WALEED GUIRGUIS,OWNER,164 PARK AVENEU APT #412 QUAKERTOWN PA 18951 BUCKS,164 PARK AVENEU APT #412 QUAKERTOWN PA 18951
BILL'S PAINTING,CORPORATION,PA,7412 PALMETTO ST,PHILADELPHIA,19111,PA,7412 PALMETTO ST,PHILADELPHIA,19111,4192819,WILLIAM PETERS,OWNER,7412 PALMETTO ST PHILADELPHIA PA 19111 PHILADELPHIA,7412 PALMETTO ST PHILADELPHIA PA 19111
LG2: PERFORMANCE AND FITNESS TRAINING,CORPORATION,PA,535 SUNDAY DRIVE,HARRISBURG,17111,PA,535 SUNDAY DRIVE,HARRISBURG,17111,4192820,"LUTHER C GREEN , JR",OWNER,535 SUNDAY DRIVE HARRISBURG PA 17111 DAUPHIN,535 SUNDAY DRIVE HARRISBURG PA 17111
ROSE'S CURIOUS GOODS,CORPORATION,PA,"214 N. SECOND ST, PO BOX 13",BERRYSBURG,17005,PA,"214 N. SECOND ST, PO BOX 13",BERRYSBURG,17005,4192821,ROSE SNYDER,OWNER,"214 N. SECOND ST, PO BOX 13 BERRYSBURG PA 17005 DAUPHIN","214 N. SECOND ST, PO BOX 13 BERRYSBURG PA 17005"
ANI MOBILITY,CORPORATION,PA,"250 PILOT ROAD, SUITE 300",LAS VEGAS,89119,NV,"250 PILOT ROAD, SUITE 300",LAS VEGAS,89119,4192822,NOSVA LIMITED PARTNERSHIP,OWNER,"250 PILOT ROAD, SUITE 300 LAS VEGAS NV 89119","250 PILOT ROAD, SUITE 300 LAS VEGAS NV 89119"
BAD PUDDY TATS,CORPORATION,PA,2226 RITTS FARM RD,EMLENTON,16373,PA,2226 RITTS FARM ROAD,EMLENTON,16373,4192823,PAMELA DAWN SMITH,OWNER,2226 RITTS FARM ROAD EMLENTON PA 16373 VENANGO,2226 RITTS FARM RD EMLENTON PA 16373
YALE ELECTRIC SUPPLY COMPANY,CORPORATION,PA,,,06457,CT,701 MIDDLE STREET,MIDDLETOWN,06457,4192824,"U.S. ELECTRICAL SERVICES, INC.",OWNER,701 MIDDLE STREET MIDDLETOWN CT 06457,% C T CORPORTION SYSTEM PA
ARTURO'S HOME IMPROVEMENT,CORPORATION,PA,1821 HERR STREET,HARRISBURG,17103,PA,1821 HERR STREET,HARRISBURG,17103,4192825,ARTURO AVILA,OWNER,1821 HERR STREET HARRISBURG PA 17103 DAUPHIN,1821 HERR STREET HARRISBURG PA 17103
ROSA LUNCH TRUCK,CORPORATION,PA,1806 S. BANCROFT STREET,PHILADELPHIA,19029,PA,PHL ARRIVALS TERMINAL E,ESSINGTON,19029,4192826,XUAN NGYUEN,OWNER,PHL ARRIVALS TERMINAL E ESSINGTON PA 19029 DELAWARE,1806 S. BANCROFT STREET PHILADELPHIA PA 19145
ECO (EVERYONE'S CLOTHING OUTFITTERS),CORPORATION,PA,101 S LIBERTY STREET,LOCK HAVEN,17745,PA,115 E WATER ST,LOCK HAVEN,17745,4192827,JAMIE L FOX,OWNER,115 E WATER ST LOCK HAVEN PA 17745 CLINTON,101 S LIBERTY STREET LOCK HAVEN PA 17745
M & M SOFTWARE SERVICES,CORPORATION,PA,117 NOTTINGHAM DRIVE,PITTSBURGH,15139,PA,719 TWELFTH STREET,OAKMONT,15139,4192828,SHAUN MARTINEC,OWNER,719 TWELFTH STREET OAKMONT PA 15139 ALLEGHENY,117 NOTTINGHAM DRIVE PITTSBURGH PA 15205
LASERED GRANITE ART AND MONUMENTS,CORPORATION,PA,210 ANDERSONTOWN RD,MECHANICSBURG,17055,PA,210 ANDERSONTOWN RD,MECHANICSBURG,17055,4192829,PA STATE PET MEMORIAL INC,OWNER,210 ANDERSONTOWN RD MECHANICSBURG PA 17055 YORK,210 ANDERSONTOWN RD MECHANICSBURG PA 17050
PENNS CREEK GUIDES,CORPORATION,PA,415 LOWER GEORGES VALLEY RD,SPRING MILLS,16875,PA,415 LOWER GEORGES VALLEY RD,SPRING MILLS,16875,4192831,J THOMAS DOMAN,OWNER,415 LOWER GEORGES VALLEY RD SPRING MILLS PA 16875 CENTRE,415 LOWER GEORGES VALLEY RD SPRING MILLS PA 16875
LKQ TRIPLE NICKEL TRUCKS,CORPORATION,PA,269 RIVER ROAD PO BOX 97,YORK HAVEN,17202,PA,2956 LINCOLN HIGHWAY WEST,CHAMBERSBURG,17202,4192832,"LKQ PENN-MAR, INC",OWNER,2956 LINCOLN HIGHWAY WEST CHAMBERSBURG PA 17202 FRANKLIN,269 RIVER ROAD PO BOX 97 YORK HAVEN PA 17370
WYETH NUTRITION,CORPORATION,PA,,,19406,PA,3000 HORIZON DRIVE,KING OF PRUSSIA,19406,4192833,PN NUTRI NEWCO INC.,OWNER,3000 HORIZON DRIVE KING OF PRUSSIA PA 19406 MONTGOMERY,% CORPORATION SERVICE COMPANY PA
ST. LUKE'S RIVERSIDE WOMEN'S HEALTHCARE,CORPORATION,PA,801 OSTRUM STREET,BETHLEHEM,18045,PA,1700 RIVERSIDE CIRCLE,EASTON,18045,4192834,ST LUKES PHYSICIAN GROUP,OWNER,1700 RIVERSIDE CIRCLE EASTON PA 18045 NORTHAMPTON,801 OSTRUM STREET BETHLEHEM PA 18015
R.N.O. (RECOGNIZE NO OPPONENT),CORPORATION,PA,5043 NORTH SMEDLEY ST,PHILADELPHIA,19141,PA,5043 NORTH SMEDLEY ST,PHILADELPHIA,19141,4192836,RAHEEM JEFFERSON,OWNER,5043 NORTH SMEDLEY ST PHILADELPHIA PA 19141 PHILADELPHIA,5043 NORTH SMEDLEY ST PHILADELPHIA PA 19141
WALDMAN WOODWORKING DESIGN,CORPORATION,PA,410 WALMERE WAY,BLUE BELL,19422,PA,410 WALMERE WAY,BLUE BELL,19422,4192837,GENE WALDMAN,OWNER,410 WALMERE WAY BLUE BELL PA 19422 MONTGOMERY,410 WALMERE WAY BLUE BELL PA 19422
LEBANON COWORKS,CORPORATION,PA,752 WILLOW STREET SUITE W,LEBANON,17046,PA,754 WILLOW STREET SUITE W,LEBANON,17046,4192838,WILLOW SUITES,OWNER,754 WILLOW STREET SUITE W LEBANON PA 17046 LEBANON,752 WILLOW STREET SUITE W LEBANON PA 17046
COLD SPRING BEVERAGE,CORPORATION,PA,773 DURHAM ROAD,WRIGHTSTOWN,18940,PA,773 DURHAM ROAD,WRIGHTSTOWN,18940,4192839,"YARDLEY SPRING, INC.",OWNER,773 DURHAM ROAD WRIGHTSTOWN PA 18940 BUCKS,773 DURHAM ROAD WRIGHTSTOWN PA 18940
PERFECTIONIST PAINTING,CORPORATION,PA,131 WEST MAHONING STREET,DANVILLE,17821,PA,131 WEST MAHONING STREET,DANVILLE,17821,4192840,JONATHAN CRAIG KURZAWA,OWNER,131 WEST MAHONING STREET DANVILLE PA 17821 MONTOUR,131 WEST MAHONING STREET DANVILLE PA 17821
SUPERNOVA ENERGY COMPANY,CORPORATION,PA,,,16428,PA,11192 TOWNLINE RD,NORTH EAST,16428,4192841,NOVA SAFETY AND HEALTH CONSULTING INC.,OWNER,11192 TOWNLINE RD NORTH EAST PA 16428 ERIE,% BUSINESS FILINGS INCORPORATED PA
KH WINERY LIMITED PARTNERSHIP,PARTNERSHIP,MD,14108 ST PAUL ROAD,CLEAR SPRING,17350,PA,749 DICKS DAM ROAD,OXFORD,17350,4192842,KNOB HALL LIMITED PARTNERSHIP,GENPARTNER,749 DICKS DAM ROAD OXFORD PA 17350 ADAMS,14108 ST PAUL ROAD CLEAR SPRING MD 21722
PENNSYLVANIA GAS AND ELECTRIC,CORPORATION,PA,494 ORANGE,ST PALM HARBOR,34683,FL,989 GEORGIA AVENUE,PALM HARBOR,34683,4192843,ERICA KOENIG,OWNER,989 GEORGIA AVENUE PALM HARBOR FL 34683,494 ORANGE ST PALM HARBOR FL 34683
