name,city,state,website
LITTLE MIAMI INTERMEDIATE MIDDLE SCHOOL,MAINEVILLE,OH,
ELEMENTAL NUEVA (FACTOR V),ARECIBO,PR,
SEGUNDO RUIZ BELVIS,MAYAGUEZ,PR,
DRA. CARMEN DELIA COLON MARTINEZ,AIBONITO,PR,
SANTA ROSA III,GUAYNABO,PR,
ADRIAN TORRES TORRES,JAYUYA,PR,
JESUS SILVA,TRUJILLO ALTO,PR,
CANYON SPRINGS HIGH SCHOOL,CALDWELL,ID,
PIKE HIGH SCHOOL,INDIANAPOLIS,IN,
HOLLIS,BRAINTREE,MA,
LINCOLN SCHOOL RSSP,JOLIET,IL,
SUMMIT VALLEY SCHOOL,ADDY,WA,
DECATUR HIGH SCHOOL,FEDERAL WAY,WA,
LEW MUCKLE ELEMENTARY SCHOOL,SAINT CROIX,VI,
EDGAR MARTIN MIDDLE SCHOOL,LAFAYETTE,LA,
PEREGRINE ELEMENTARY SCHOOL,MERIDIAN,ID,
YEATMAN-LIDDELL MIDDLE SCHOOL,ST LOUIS,MO,
NORTHFIELD JR-SR HIGH SCHOOL,WABASH,IN,
GRACE S BECK SCH,SUNBURY,PA,
MID STATE ED DIST STEPS TRANS. PROG,LITTLE FALLS,MN,
AVONDALE ELEMENTARY SCHOOL,COLUMBUS,OH,
THE SUCCESS ACADEMY,SAGINAW,MI,
SOR ISOLINA FERRE (VILLA DEL CARMEN),PONCE,PR,
INDEPENDENCE ALTERNATIVE HIGH SCHOOL,BLACKFOOT,ID,
DONALD ROSS,BRAINTREE,MA,
SU PLAYA,ANASCO,PR,
LA CARMEN,MARICAO,PR,
PINECREST ELEMENTARY/MIDDLE SCHOOL,WEST MONROE,LA,
CLIFTON HIGH SCHOOL,CLIFTON,NJ,
SU FEDERICO DEGETAU,SAN GERMAN,PR,
DR SILVERIO MEDINA GAUD (CONSUMO),LAS MARIAS,PR,
EATON HIGH SCHOOL,EATON,OH,
WARREN CENTRAL HIGH SCHOOL,INDIANAPOLIS,IN,
TOMAS VERA AYALA,MOCA,PR,
CHAMBERLAIN ELEMENTARY SCHOOL,NEW BRITAIN,CT,
WASHINGTON,HAWTHORNE,CA,
DR. JOSE CELSO BARBOSA,PONCE,PR,
JAMES GARFIELD,CABO ROJO,PR,
JOSE ROBLES OTERO,TOA BAJA,PR,
W.O. HALL ELEMENTARY SCHOOL,ALEXANDRIA,LA,
RAFAEL ANTONIO DELGADO MATEO,GUAYAMA,PR,
NEW RIEGEL HIGH SCHOOL,NEW RIEGEL,OH,
KOUTS MIDDLE/HIGH SCHOOL,KOUTS,IN,
JUAN MORELL CAMPOS,BAYAMON,PR,
AOC-PINAL COUNTY JUVENILE DETENTION CENTER,FLORENCE,AZ,
FERMIN DELGADO DIAZ (SU BO PENA POBRE),NAGUABO,PR,
VARIETY ELEMENTARY SCHOOL,LAS VEGAS,NV,
BENITO CEREZO MARQUEZ,AGUADILLA,PR,
CRESTWOOD/LARLHAM,MANTUA,OH,
JOSE CALZADA FERRER,CANOVANAS,PR,
CIRILO SANTIAGO PLAUD,PATILLAS,PR,
EL DORADO SPRINGS MIDDLE,EL DORADO SPRINGS,MO,
ROOSEVELT ELEMENTARY SCHOOL,BOISE,ID,
CENTRAL ELEMENTARY SCHOOL,BELLEVUE,NE,
WAVE - RIVER VALLEY HIGH SCHOOL,MOHAVE VALLEY,AZ,
BRUSH HIGH SCHOOL,LYNDHURST,OH,
RVDO FELIX CASTRO RODRIGUEZ,CAROLINA,PR,
PARIS BRIDGES,PARIS,IL,
DR. JOSE M. LAZARO,CAROLINA,PR,
DIXIE ELEMENTARY,SAN RAFAEL,CA,
HARBOR EDUCATIONAL PROGRAM,HASTINGS,MN,
NORTHVIEW,FLORISSANT,MO,
FEDERICO DEGETAU II,AIBONITO,PR,
CAPITANEJO,PONCE,PR,
DR. JESUS M. ARMAIZ,VEGA BAJA,PR,
FRANKLIN AREA JSHS,FRANKLIN,PA,
SOJOURNER TRUTH MIDDLE SCHOOL,EAST ORANGE,NJ,
STENNIS VOC TECH COMPLEX,DEKALB,MS,
FRANCISCO ZAYAS SANTANA,VILLALBA,PR,
CAMBRIDGE ELEMENTARY SCHOOL,CAMBRIDGE,ID,
KIMBALL,NATIONAL CITY,CA,
KINSNER ELEMENTARY SCHOOL,STRONGSVILLE,OH,
CALEDONIA MIDDLE,CALEDONIA,MN,
BURRIS ELEMENTARY SCHOOL,MITCHELL,IN,
CROSSROADS ALTERNATIVE/BRISTOL CITY,BRISTOL,VA,
HOMEDALE ELEMENTARY SCHOOL,HOMEDALE,ID,
SU JUAN D. STUBBE,CIDRA,PR,
MONTGOMERY CITY TREATMENT CTR.,MONTGOMERY CITY,MO,
KITTITAS B-5 SPECIAL ED PROGRAM,KITTITAS,WA,
MANN,TACOMA,WA,
A E R O EDUCATIONAL CENTER,BURBANK,IL,
SANDY VALLEY JR/SR HIGH SCHOOL,SANDY VALLEY,NV,
POWHATAN VOC. CENTER,POWHATAN,VA,
CARMEN NOELIA PERAZA TOLEDO,HATILLO,PR,
POCAHONTAS AREA REGIONAL LEARNING CENTER,POCAHONTAS,IA,
STOWE ELEMENTARY SCHOOL,DES MOINES,IA,
PIERSON MIDDLE SCHOOL,PIERSON,IA,
KENNEDY ELEMENTARY SCHOOL,REXBURG,ID,
GREENFIELD 7-8,FAIRFIELD,MT,
HILLSIDE ELEM,LARNED,KS,
POLAND JUNIOR HIGH SCHOOL,ALEXANDRIA,LA,
CENTRO RESIDENCIAL DE OPORTUNIDADES EDUCATIVAS DE MAYAGUEZ,MAYAGUEZ,PR,
BONIFACIO SANCHEZ JIMENEZ (GANDARA),AIBONITO,PR,
SEYLAR EL SCH,PERKASIE,PA,
HAWTHORNE PK-8 ACADEMY,SAN ANTONIO,TX,
GEYSER HIGH SCHOOL,GEYSER,MT,
DORA L SMALL ELEMENTARY SCHOOL,SOUTH PORTLAND,ME,
PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,BRONX,NY,
CRAIG-HOUGHTON ELEMENTARY SCHOOL,AUGUSTA,GA,
SUPERIOR JARDINES DE PONCE,PONCE,PR,
JUDGE HAYNES ELEMENTARY SCHOOL,PORTLAND,IN,
JOSE VIZCARRONDO (SU ANGELES),UTUADO,PR,
SAINT CROIX CENTRAL HIGH,SAINT CROIX,VI,
OAK RIDGE RSSP,CARPENTERSVILLE,IL,
MOUNTAINVIEW ALTERNATIVE HIGH SCHOOL,RATHDRUM,ID,
HARRISON ELEMENTARY SCHOOL,HARRISON,ID,
EUGENIO GUERRA CRUZ,SALINAS,PR,
WESTPARK ELEMENTARY SCHOOL,LEADVILLE,CO,
VICTOR PAREZ COLLAZO,SAN JUAN,PR,
JENKS HILL EL SCH,PUNXSUTAWNEY,PA,
W V SWINBURN EL,TULIA,TX,
MOISES MELENDEZ,SAN JUAN,PR,
WESTBANK COMMUNITY SCHOOL,MARRERO,LA,
LUDOVICO COSTOSO,BAYAMON,PR,
BRAULIO AYALA PEREZ (MAMBICHE BLANCO),HUMACAO,PR,
PRAIRIE PRESCHOOL,AURORA,CO,
JOHNSON HOUSE STEPS 3-6,STRATFORD,CT,
ANTONIO VAZQUEZ RAMOS (SU LA LOMA),BARRANQUITAS,PR,
WILLIAM S GUY MIDDLE SCHOOL,YOUNGSTOWN,OH,
WILSON,TACOMA,WA,
ALMA ELEMENTARY AT ALMA,ALMA,NE,
ATLANTIC COUNTY HIGH SCHOOL,MAYS LANDING,NJ,
LAUDERDALE CO EDUCATIONAL & SKILLS,MERIDIAN,MS,
SU JULIAN MARRERO,COROZAL,PR,
DR. RAFAEL PUJALS,PONCE,PR,
ASPIRE ALTERNATIVE HIGH SCHOOL,EFFINGHAM,IL,
JOSE F. DIAZ,SAN JUAN,PR,
VINTON SCHOOL,ORD,NE,
NEWCOMERS COMMUNITY SCHOOL,GRAND RAPIDS,MI,
GASPAR VILA MAYANS,SAN JUAN,PR,
DR KAY TEER CRAWFORD EL,EDINBURG,TX,
SLOCUM PK - 8,ELKHART,TX,
UNIONTOWN ELEMENTARY SCHOOL,UNIONTOWN,OH,
CLEAR SPRING HIGH,CLEAR SPRING,MD,
JUAN ANTONIO CORRETJER,CIALES,PR,
NEMESIO R. CANALES I,SAN JUAN,PR,
NORTHSIDE ELEMENTARY SCHOOL,SANDPOINT,ID,
URBAN PREP CHTR BRONZEVILLE HS,CHICAGO,IL,
MORNINGSIDE ELEMENTARY SCHOOL,TWIN FALLS,ID,
HOPE D WALL TMH CHILD DEV CTR,AURORA,IL,
CARMEN APONTE SANTIAGO (CAYUCO),UTUADO,PR,
JOSE M. TORRES,BAYAMON,PR,
GENEROSO MORALES MUNOZ,SAN LORENZO,PR,
REG'L LEARNING CENTER STAR BOONE,BELVIDERE,IL,
RIRIE ELEMENTARY SCHOOL,RIRIE,ID,
DORIS MARTINEZ (ALMACIGO ALTO 2),YAUCO,PR,
WAUSEON ELEMENTARY SCHOOL,WAUSEON,OH,
WAVERLY SCH,WAVERLY,PA,
DONALD E GAVIT MIDDLE/HIGH SCHOOL,HAMMOND,IN,
CHILDREN'S CHARTER SCHOOL,BATON ROUGE,LA,
JESUS SANCHEZ ERAZO,BAYAMON,PR,
JULIO RESSY,BAYAMON,PR,
NORTHERN KY HEALTH TECHNOLOGY CENTER,EDGEWOOD,KY,
ENRIQUE HUYKE,ARROYO,PR,
BLACKROCK SCHOOL,COVENTRY,RI,
POTLATCH JR/SR HIGH SCHOOL,POTLATCH,ID,
SU MANUEL RUIZ GANDIA,ARECIBO,PR,
AUGUSTO COHEN,MANATI,PR,
HAWTHORNE ELEMENTARY SCHOOL,LORAIN,OH,
KLEIN ELEMENTARY - 08,VALENTINE,NE,
JUANA RODRIGUEZ MUNDO,CANOVANAS,PR,
GEORGETOWN HIGH SCHOOL,GEORGETOWN,LA,
CLAUDE O. MARKOE ELEMENTARY SCHOOL,SAINT CROIX,VI,
JUAN B. HUYKE,ISABELA,PR,
HEARTLAND ELEMENTARY,LAKE BENTON,MN,
REXVILLE ELEMENTAL,BAYAMON,PR,
CAMERON CO J J A E P,HARLINGEN,TX,
DIEGO VAZQUEZ,CAGUAS,PR,
SU SANAMUERTOS,OROCOVIS,PR,
RAMON TORRES RIVERA,MOROVIS,PR,
ROCKVILLE ELEMENTARY,ROCKVILLE,MN,
PIONEER ELEMENTARY SCHOOL,PRESTON,ID,
FALCON RIDGE PUBLIC CHARTER,KUNA,ID,
SENTINEL TECH ALT SCHOOL,MATTAWA,WA,
KIRKPATRICK HEALTH /WELLNESS,CLARKSDALE,MS,
ANA L ROSA TRICOCHE (VELAZQUEZ),SANTA ISABEL,PR,
INOCENCIO A. MONTERO,UTUADO,PR,
MT MORRIS EDUCATION AND COMMUNITY CENTER,MOUNT MORRIS,MI,
LIFE LINES ADULT CONNECTION,MANKATO,MN,
ALEGENT/IMMANUEL RTC,OMAHA,NE,
ELLINGTON ELEMENTARY SCHOOL,QUINCY,IL,
CHASTAIN ROAD ELEMENTARY,LIBERTY,SC,
SANTA ROSA DAEP,SANTA ROSA,TX,
MOUNTAIN VIEW ELEMENTARY SCHOOL,BOISE,ID,
KENTON ELEMENTARY SCHOOL,KENTON,TN,
OSCARSON PRESCHOOL,MARYSVALE,UT,
FRANKLIN AREA MS,FRANKLIN,PA,
SABINO RIVERA BERRIOS,COAMO,PR,
ANGEL RAFAEL DIAZ COLON,OROCOVIS,PR,
SHEARER ELEMENTARY SCHOOL,WINCHESTER,KY,
SUCCESS LAKEVIEW,LAKEVIEW,MI,
FRANKLIN D ROOSEVELT SCHOOL,EDISON,NJ,
MCLEOD SCHOOL,MCLEOD,MT,
MACKAY ELEMENTARY SCHOOL,MACKAY,ID,
COTTO ANEXO,ARECIBO,PR,
CRISSEY ELEMENTARY SCHOOL,HOLLAND,OH,
PULASKI DAY TREATMENT~EAGLE ACADEMY,SOMERSET,KY,
NEWPORT ELEM SCHOOL,WADSWORTH,IL,
SWEET BRIAR SCHOOL,MANDAN,ND,
INES M. MENDOZA DE MUNOZ MARIN,COMERIO,PR,
RACCOON CONS ELEM SCHOOL,CENTRALIA,IL,
MARY LYNCH ELEMENTARY,KIMBALL,NE,
HARLANDALE ISD STEM ECHS-ALAMO COLLEGES AT PAC,SAN ANTONIO,TX,
FELIX GARAY ORTIZ,SALINAS,PR,
NEW HORIZON HIGH SCHOOL,POCATELLO,ID,
REV. HENRY E. BAKER SR. INTERM. SCHOOL,WINCHESTER,KY,
SUCCESS THREE RIVERS,THREE RIVERS,MI,
FRANCISCO MANRIQUE CABRERA,BAYAMON,PR,
TRI-COUNTY SACRED HEART SCHOOL,DU QUOIN,IL,
CLARK COUNTY JUVENILE DETENTION SCHOOL,VANCOUVER,WA,
INTERMEDIATE SCHOOL AT VALPARAISO,VALPARAISO,NE,
S Y SCHOOL,MILES CITY,MT,
GEORGE BANCROFT #34,SCRANTON,PA,
HUTCHINSON NIGHT ALT LEARNING CTR,HUTCHINSON,MN,
FAIRVIEW AEP,SAN ANGELO,TX,
DR. JOSE N. GANDARA,AIBONITO,PR,
HAWTHORNE ELEMENTARY SCHOOL,COLUMBUS,OH,
GREGG COUNTY SHARED SERVICES DAEP,WHITE OAK,TX,
KENTUCKY TECH - DAVIESS COUNTY CAMPUS,OWENSBORO,KY,
JOSEPH A. FORAN HIGH SCHOOL,MILFORD,CT,
RTR ALP,TYLER,MN,
LEBANON ELEMENTARY SCHOOLS,LEBANON,ME,
LRNG IN AN URBAN COMM WITH HIGH ACHIEVEMENT (L.U.C.H.A.),SAN JOSE,CA,
SU PEDRO M. DOMINICCI,CIDRA,PR,
GRANT COUNTY SPECIAL ED COOP,GAS CITY,IN,
CHS DROP-OUT REENGAGEMENT PROGRAM,UNIVERSITY PLACE,WA,
OPEN DOORS RE-ENGAGEMENT WENATCHEE,WENATCHEE,WA,
SOUTH SIDE GOAL,BRISTOL,CT,
JUDITH A VIVAS,UTUADO,PR,
ALBERTO MELENDEZ TORRES,OROCOVIS,PR,
WARREN RGC,OXFORD,NJ,
JACINTO LOPEZ MARTINEZ,TOA BAJA,PR,
ICM - FARM HILL,MIDDLETOWN,CT,
MCGHEE ELEMENTARY SCHOOL,LEWISTON,ID,
BERNARDO GONZALEZ COLON,UTUADO,PR,
BELLINGHAM RE-ENGAGEMENT PROGRAM,BELLINGHAM,WA,
PARSONS ELEMENTARY SCHOOL,COLUMBUS,OH,
CARL B. HUTCHERSON BUILDING,LYNCHBURG,VA,
PETRA MERCADO BOUGART,HUMACAO,PR,
EUGENIO MARIA DE HOSTOS (INTERMEDIA),LAS MARIAS,PR,
L.J. ALLEMAN MIDDLE SCHOOL,LAFAYETTE,LA,
GREYCLIFF SCHOOL,GREYCLIFF,MT,
MIRA MONTE HIGH (ALTERNATIVE),MISSION VIEJO,CA,
FERNANDO LUIS MALAVE OLIVERA,PONCE,PR,
ADRIAN MEDINA,HUMACAO,PR,
MIDDLE LEVEL LEARNING CENTER,ALEXANDRIA,MN,
STELLA MARQUEZ,SALINAS,PR,
SU CERTENEJAS II,CAYEY,PR,
WEST MIDDLE SCHOOL,NAMPA,ID,
MANGHAM ELEMENTARY SCHOOL,MANGHAM,LA,
SU CONCHITA IGUARTUA DE SUAREZ (SU ADAMS),AGUADILLA,PR,
LIBRE DE MUSICA Y BELLAS ARTES ERNESTO RAMOS ANTONINI,MAYAGUEZ,PR,
EDUARDO NEUMANN GANDIA,PONCE,PR,
PARKSIDE ELEMENTARY SCHOOL,SOLON,OH,
PENNYPACK EL SCH,HATBORO,PA,
DAWSON DAEP,CORSICANA,TX,
HOMEWORKS,CHENEY,WA,
MARIANO RIERA PALMER,MAYAGUEZ,PR,
P R I D E SCHOOL,OAK LAWN,IL,
FLORESVILLE CHOICE PROGRAM,FLORESVILLE,TX,
WESTBROOK MIDDLE SCHOOL,WESTBROOK,ME,
ROLLAND WARNER CAMPUS 67,LAPEER,MI,
MANUEL MARTIN MONSERRATE,SANTA ISABEL,PR,
PITTSBURGH MCCLEARY EARLY CHILDHOOD CTR,PITTSBURGH,PA,
HANCOCK MIDDLE SENIOR HIGH,HANCOCK,MD,
ECHO JUVENILE DETENTION CTR,BENTON,IL,
STEPHEN SENIOR HIGH,STEPHEN,MN,
FRANCISCO FELICIE MARTINEZ (SU BRENAS),VEGA ALTA,PR,
RICHLAND ELEMENTARY SCHOOL,RICHLAND,NE,
SOUTHWEST IDAHO JUVENILE DETENTION,CALDWELL,ID,
MINGO PUXICO TECHNICAL HIGH,PUXICO,MO,
ESPERANZA GONZALEZ,MOROVIS,PR,
WOODLAND MIDDLE SCHOOL,COEUR D'ALENE,ID,
BARAHONA ELEMENTAL,MOROVIS,PR,
EAST KEMPER ATTENDANCE CENTER,SCOOBA,MS,
DOLORES ALVAREZ MONTANEZ,BAYAMON,PR,
NAPLES ELEMENTARY SCHOOL,NAPLES,ID,
BARNABUS HOME MIDDLE SCHOOL,ANNVILLE,KY,
BRADFORD ELEMENTARY SCHOOL,BRADFORD,RI,
NEW WAVERLY INT,NEW WAVERLY,TX,
FAIRMONT SENIOR HIGH SCHOOL,FAIRMONT,WV,
LIT CYPR-MRCEVILLE H S,ORANGE,TX,
LEE/WINN SCHOOL,WINN,ME,
DEAF/HARD OF HEARING (DIST 62),DES PLAINES,IL,
SU FRANCISCO SERRANO,CIALES,PR,
JUANITA RAMIREZ GONZALEZ,FLORIDA,PR,
HARRISON ELEMENTARY SCHOOL,TWIN FALLS,ID,
MABEL BRASHER ELEMENTARY SCHOOL,ALEXANDRIA,LA,
R E LEE EL,MARSHALL,TX,
CHILD GUIDANCE CNTR TGH SCHOOL,LINCOLN,NE,
RODGER O. BORROR MIDDLE SCHOOL,WILMINGTON,OH,
WILLIAM R BURTON,OBERLIN,OH,
INDIAN CREEK MIDDLE SCHOOL GRADES 7 & 8,MINGO JUNCTION,OH,
ANTONIO REYES,CAMUY,PR,
OWYHEE ELEMENTARY SCHOOL,NAMPA,ID,
ELADIO TIRADO LOPEZ,AGUADA,PR,
SU JUAN CANCIO ORTIZ DE LA RENTA,LAJAS,PR,
MT OLIVE ELEMENTARY SCHOOL,MOUNT OLIVE,IL,
DORR STREET ELEMENTARY SCHOOL,TOLEDO,OH,
GLENNS FERRY MIDDLE SCHOOL,GLENNS FERRY,ID,
SHADOW BUTTE ELEMENTARY SCHOOL,EMMETT,ID,
SPECIAL ED. N.P.,DULUTH,MN,
ELEMENTARY SCHOOL AT TEKAMAH,TEKAMAH,NE,
SOUTHLAND SENIOR HIGH,ADAMS,MN,
ALMACIGO BAJO I Y II,YAUCO,PR,
CENTER FOR ALTERNATIVE EDUCATION,CARRIERE,MS,
TOLLESON #206,TOLLESON,AZ,
EPIFANIO ESTRADA,ISABELA,PR,
F L MOFFETT PRI,CENTER,TX,
ALDEN R BROWN ELEMENTARY SCHOOL,CARLISLE,OH,
LAKEVILLE ELEMENTARY SCHOOL,LAKEVILLE,OH,
WAYNE M HENKLE MIDDLE SCHOOL,WHITE SALMON,WA,
LAURETTA B MILLSOP PRIMARY SCHOOL,WEIRTON,WV,
HEYBURN ELEMENTARY SCHOOL,ST MARIES,ID,
QUEBRADA HONDA,SAN LORENZO,PR,
CIPRIANO MANRIQUE,CAGUAS,PR,
ENGER SCHOOL,FRANKLIN PARK,IL,
MELVILLE SCHOOL,MELVILLE,MT,
WEST HEIGHTS EXTENDED DAY,WEST SAINT PAUL,MN,
WASHINGTON ST. ELEMENTARY,HARTSVILLE,SC,
BROOKLAND CAYCE GRAMMAR SCHOOL NO. 1,WEST COLUMBIA,SC,
BLENHEIM ELEMENTARY/MIDDLE,BLENHEIM,SC,
SU SABANA LLANA,SALINAS,PR,
WILLIAM D. BOYCE,SAN JUAN,PR,
JUAN QUIRINDONGO MORELL (SUPERIOR),VEGA BAJA,PR,
ADOLFO EGUEN,FLORIDA,PR,
JOSE PABLO MORALES,TOA ALTA,PR,
BRECKENRIDGE ELEM.,BRECKENRIDGE,MO,
RUTH EVELYN CRUZ SANTOS,CIDRA,PR,
NUEVA ELEM BO QUEBRADA NEGRITO,TRUJILLO ALTO,PR,
CANDIDO BERRIOS,HUMACAO,PR,
MIGUEL MELENDEZ MUNOZ,CAYEY,PR,
INTERMEDIA JUAN SERRALLES,PONCE,PR,
FELIX SEIJO,UTUADO,PR,
MILL HALL EL SCH,MILL HALL,PA,
SU PEDRO RIVERA MOLINA,JUNCOS,PR,
W. H. A . ALTERNATIVE PROGRAM,WALKER,MN,
JOAQUIN FERRAN,PONCE,PR,
SHAWNEE JR HIGH SCHOOL,WOLF LAKE,IL,
RUTHERFORD B. HAYES ELEMENTARY SCHOOL,MARION,OH,
LOAIZA CORDERO DEL ROSARIO,YAUCO,PR,
CRESTWOOD ELEM SCHOOL,PARIS,IL,
MONSERRATE LEON DE IRIZARRY,CABO ROJO,PR,
TERESA PRESTAMO,DORADO,PR,
IDAHO SCHOOL FOR THE DEAF AND THE BLIND,GOODING,ID,
I B PERRINE ELEMENTARY SCHOOL,TWIN FALLS,ID,
MICHAEL GRIMMER MIDDLE SCHOOL,SCHERERVILLE,IN,
CELADA CARRETERA,GURABO,PR,
MYRNA M. FUENTES,CAGUAS,PR,
IGNACIO MIRANDA,VEGA ALTA,PR,
ANA HERNANDEZ USERA (COQUI - ELEMENTAL),SALINAS,PR,
ERNESTO RAMOS ANTONINI,SAN JUAN,PR,
EAST CLINTON JUNIOR HIGH SCHOOL,SABINA,OH,
CLEMENCIA MELENDEZ,CIDRA,PR,
POST FALLS HIGH SCHOOL,POST FALLS,ID,
ANGEL P. MILLAN ROHENA,CAROLINA,PR,
CREATIVE LEARNING CENTER MADISON HEIGHTS,MADISON HEIGHTS,MI,
HOLLY LANE ELEMENTARY SCHOOL,WESTLAKE,OH,
FELIX SEIJO,UTUADO,PR,
MILL HALL EL SCH,MILL HALL,PA,
SU PEDRO RIVERA MOLINA,JUNCOS,PR,
W. H. A . ALTERNATIVE PROGRAM,WALKER,MN,
JOAQUIN FERRAN,PONCE,PR,
SHAWNEE JR HIGH SCHOOL,WOLF LAKE,IL,
RUTHERFORD B. HAYES ELEMENTARY SCHOOL,MARION,OH,
LOAIZA CORDERO DEL ROSARIO,YAUCO,PR,
CRESTWOOD ELEM SCHOOL,PARIS,IL,
MONSERRATE LEON DE IRIZARRY,CABO ROJO,PR,
TERESA PRESTAMO,DORADO,PR,
IDAHO SCHOOL FOR THE DEAF AND THE BLIND,GOODING,ID,
I B PERRINE ELEMENTARY SCHOOL,TWIN FALLS,ID,
MICHAEL GRIMMER MIDDLE SCHOOL,SCHERERVILLE,IN,
CELADA CARRETERA,GURABO,PR,
MYRNA M. FUENTES,CAGUAS,PR,
IGNACIO MIRANDA,VEGA ALTA,PR,
ANA HERNANDEZ USERA (COQUI - ELEMENTAL),SALINAS,PR,
ERNESTO RAMOS ANTONINI,SAN JUAN,PR,
EAST CLINTON JUNIOR HIGH SCHOOL,SABINA,OH,
CLEMENCIA MELENDEZ,CIDRA,PR,
POST FALLS HIGH SCHOOL,POST FALLS,ID,
ANGEL P. MILLAN ROHENA,CAROLINA,PR,
CREATIVE LEARNING CENTER MADISON HEIGHTS,MADISON HEIGHTS,MI,
HOLLY LANE ELEMENTARY SCHOOL,WESTLAKE,OH,
MILL HALL EL SCH,MILL HALL,PA,
SU PEDRO RIVERA MOLINA,JUNCOS,PR,
SHAWNEE JR HIGH SCHOOL,WOLF LAKE,IL,
RUTHERFORD B. HAYES ELEMENTARY SCHOOL,MARION,OH,
LOAIZA CORDERO DEL ROSARIO,YAUCO,PR,
CRESTWOOD ELEM SCHOOL,PARIS,IL,
MONSERRATE LEON DE IRIZARRY,CABO ROJO,PR,
IDAHO SCHOOL FOR THE DEAF AND THE BLIND,GOODING,ID,
I B PERRINE ELEMENTARY SCHOOL,TWIN FALLS,ID,
MICHAEL GRIMMER MIDDLE SCHOOL,SCHERERVILLE,IN,
MYRNA M. FUENTES,CAGUAS,PR,
IGNACIO MIRANDA,VEGA ALTA,PR,
ERNESTO RAMOS ANTONINI,SAN JUAN,PR,
EAST CLINTON JUNIOR HIGH SCHOOL,SABINA,OH,
CLEMENCIA MELENDEZ,CIDRA,PR,
POST FALLS HIGH SCHOOL,POST FALLS,ID,
BERRIEN COUNTY TRUANCY ACADEMY,BERRIEN SPRINGS,MI,
LADOW TECHNICAL CENTER,CARROLLTON,AL,
ANGEL P. MILLAN ROHENA,CAROLINA,PR,
MILLCREEK ELEMENTARY SCHOOL,CORNING,OH,
BELDEN ELEMENTARY SCHOOL,CANTON,OH,
HIGH SCHOOL RE ENTRY,SNOHOMISH,WA,
MARTA VELEZ DE FAJARDO (ESPECIALIZADA),BAYAMON,PR,
JOSE SANTOS QUINONEZ,CANOVANAS,PR,
SCOTTSBLUFF SENIOR HIGH SCHOOL,SCOTTSBLUFF,NE,
TITUS EL SCH,WARRINGTON,PA,
SOUTH BEND HOME LINK,SOUTH BEND,WA,
CARENCRO HEIGHTS ELEMENTARY SCHOOL,CARENCRO,LA,
276 MINNETONKA COMPASS,MINNETONKA,MN,
SUNSET,LA PUENTE,CA,
THURS CO JUV DET/TUMWATER WEST E,TUMWATER,WA,
MELSTONE 7-8,MELSTONE,MT,
EMERY O MUNCIE ELEMENTARY SCHOOL,MADISON,IN,
SCOTT CHILD DEVELOPMENT CENTER,OXFORD,MS,
FIRWOOD,STEILACOOM,WA,
ENVISIONS LEVEL III SCHOOL PRG,NORFOLK,NE,
SUNSET,BAKERSFIELD,CA,
